t,ang,vel,E,tou,act,fac,opt,power,coord
0.305,-1.20337,3.90178,0,-3.48995,-0.014121,1.28967,191.635,-13.617,q3
0.31,-1.18364,3.9993,0,-3.30315,-0.01312,1.29651,194.187,-13.2103,q3
0.315,-1.16329,4.15125,0,-3.1349,-0.0121899,1.30712,196.748,-13.0138,q3
0.32,-1.14207,4.33756,0,-2.97991,-0.0113257,1.32003,199.322,-12.9256,q3
0.325,-1.11987,4.54706,0,-2.83495,-0.0105228,1.33441,201.894,-12.8907,q3
0.33,-1.09658,4.77407,0,-2.69803,-0.00977684,1.34985,204.438,-12.8806,q3
0.335,-1.07211,5.01523,0,-2.56864,-0.00908375,1.36607,206.998,-12.8823,q3
0.34,-1.0464,5.27056,0,-2.44651,-0.00843979,1.38303,209.596,-12.8945,q3
0.345,-1.01937,5.54438,0,-2.33144,-0.00784149,1.40098,212.224,-12.9264,q3
0.35,-0.990923,5.83797,0,-2.22285,-0.00728559,1.41993,214.872,-12.977,q3
0.355,-0.960954,6.15352,0,-2.12029,-0.00676911,1.43996,217.527,-13.0472,q3
0.36,-0.929346,6.49402,0,-2.02332,-0.00628924,1.46117,220.174,-13.1395,q3
0.365,-0.895973,6.85958,0,-1.93129,-0.00584339,1.48347,222.794,-13.2479,q3
0.37,-0.860702,7.25412,0,-1.83695,-0.00542914,1.5,225.567,-13.3255,q3
0.375,-0.823378,7.68043,0,-1.72913,-0.00504427,1.5,228.527,-13.2805,q3
0.38,-0.783845,8.13836,-9.26971e-13,-1.62728,-0.00468667,1.5,231.477,-13.2434,q3
0.385,-0.741933,8.63301,-1.31735e-09,-1.52931,-0.00435443,1.5,234.139,-13.2026,q3
0.39,-0.697452,9.16556,-3.27278e-09,-1.43301,-0.00404574,1.5,236.136,-13.1344,q3
0.395,-0.650214,9.73612,-5.7342e-09,-1.33803,-0.00375893,1.5,237.308,-13.0273,q3
0.4,-0.600027,10.3451,-8.60353e-09,-1.24861,-0.00349246,1.5,238.344,-12.917,q3
0.405,-0.546697,10.9935,-1.14887e-08,-1.16421,-0.00324487,1.5,239.189,-12.7987,q3
0.41,-0.49003,11.679,-1.35806e-08,-1.08392,-0.00301484,1.5,239.686,-12.6592,q3
0.415,-0.429852,12.397,-1.37066e-08,-1.00558,-0.00280112,1.5,239.328,-12.4662,q3
0.42,-0.366024,13.1328,-1.34745e-08,-0.924995,-0.00260254,1.5,236.946,-12.1478,q3
0.425,-0.298569,13.8472,-1.65281e-08,-0.846277,-0.00241805,1.5,233.323,-11.7186,q3
0.43,-0.22749,14.6146,-2.72343e-08,-0.771309,-0.00224663,1.5,228.879,-11.2724,q3
0.435,-0.15187,15.7116,-1.39275e-07,-0.696482,-0.00208737,1.5,222.443,-10.9428,q3
