t,ang,vel,E,tou,act,fac,opt,power,coord,spT,spP
0,0.349066,0,0.000781358,0,0,1,320.345,0,q2,0,0
0.0005,0.349071,0.0232555,0.000744572,0.0108376,3.38976e-05,0.998028,320.346,0.000252033,q2,0,0
0.001,0.349091,0.0557023,0.000707786,0.0206142,6.46543e-05,0.995277,320.35,0.00114826,q2,0,0
0.0015,0.349128,0.0969508,0.000671,0.0293607,9.24096e-05,0.991779,320.357,0.00284654,q2,0,0
0.002,0.349189,0.146608,0.000634214,0.037111,0.000117297,0.987569,320.368,0.00544078,q2,0,0
0.0025,0.349276,0.20428,0.000597428,0.0439017,0.000139444,0.98268,320.384,0.00896824,q2,0,0
0.003,0.349395,0.269571,0.000560643,0.0497713,0.000158972,0.977146,320.406,0.0134169,q2,0,0
0.0035,0.349547,0.342088,0.000523857,0.05476,0.000175997,0.971001,320.434,0.0187328,q2,0,0
0.004,0.349738,0.421439,0.000487071,0.0589093,0.000190631,0.96428,320.469,0.0248267,q2,0,0
0.0045,0.34997,0.507234,0.000450285,0.0622613,0.000202981,0.957016,320.512,0.031581,q2,0,0
0.005,0.350246,0.599088,0.000418086,0.0648521,0.000213124,0.949244,320.563,0.0388521,q2,0,0
0.0055,0.35057,0.696583,0.000429695,0.06712,0.000222468,0.941001,320.622,0.0467547,q2,0,0
0.006,0.350943,0.799205,0.000441303,0.069347,0.000231937,0.932334,320.691,0.0554224,q2,0,0
0.0065,0.35137,0.906438,0.000452912,0.0715232,0.0002415,0.923287,320.77,0.0648314,q2,0,0
0.007,0.351851,1.01779,0.00046452,0.073647,0.000251154,0.913905,320.858,0.0749572,q2,0,0
0.0075,0.352388,1.13278,0.000476128,0.0757171,0.000260896,0.904232,320.957,0.0857711,q2,0,0
0.008,0.352984,1.25097,0.000487737,0.0777325,0.00027072,0.894309,321.067,0.097241,q2,0,0
0.0085,0.35364,1.37191,0.000499345,0.0796929,0.000280623,0.884175,321.187,0.109332,q2,0,0
0.009,0.354356,1.4952,0.000510954,0.0815983,0.000290602,0.873869,321.318,0.122005,q2,0,0
0.0095,0.355135,1.62043,0.000522562,0.0834489,0.000300654,0.863426,321.461,0.135223,q2,0,0
