t,ang,vel,E,tou,act,fac,opt,power,coord
0,0.349066,0,-0.00387602,0,0,1,427.309,0,q2
0.0005,0.349071,0.0232555,-0.00353284,-0.0704552,-0.000164556,1.00197,427.311,-0.00163847,q2
0.001,0.349091,0.0557023,-0.00318965,-0.131613,-0.000306549,1.00472,427.318,-0.00733113,q2
0.0015,0.349128,0.0969508,-0.00284646,-0.183963,-0.000426982,1.00822,427.331,-0.0178353,q2
0.002,0.349189,0.146608,-0.00250328,-0.227933,-0.000526814,1.01243,427.351,-0.0334168,q2
0.0025,0.349276,0.20428,-0.00216009,-0.263895,-0.000606959,1.01732,427.381,-0.0539085,q2
0.003,0.349395,0.269571,-0.0018169,-0.29217,-0.000668293,1.02285,427.421,-0.0787607,q2
0.0035,0.349547,0.342088,-0.00147372,-0.313033,-0.000711651,1.029,427.473,-0.107085,q2
0.004,0.349738,0.421439,-0.00113053,-0.326719,-0.000737832,1.03572,427.537,-0.137692,q2
0.0045,0.34997,0.507234,-0.000787344,-0.333367,-0.000747464,1.04298,427.616,-0.169095,q2
0.005,0.350246,0.599088,-0.000476956,-0.335429,-0.000746361,1.05076,427.71,-0.200951,q2
0.0055,0.35057,0.696583,-0.000479799,-0.337244,-0.00074437,1.059,427.819,-0.234919,q2
0.006,0.350943,0.799205,-0.000482642,-0.339224,-0.000742442,1.06767,427.946,-0.27111,q2
0.0065,0.35137,0.906438,-0.000485485,-0.341342,-0.000740549,1.07671,428.09,-0.309405,q2
0.007,0.351851,1.01779,-0.000488328,-0.343582,-0.000738691,1.08609,428.253,-0.349695,q2
0.0075,0.352388,1.13278,-0.000491172,-0.345933,-0.000736867,1.09577,428.435,-0.391868,q2
0.008,0.352984,1.25097,-0.000494015,-0.348382,-0.000735078,1.10569,428.636,-0.435815,q2
0.0085,0.35364,1.37191,-0.000496858,-0.350916,-0.000733322,1.11582,428.857,-0.481425,q2
0.009,0.354356,1.4952,-0.000499701,-0.353525,-0.0007316,1.12613,429.099,-0.528588,q2
0.0095,0.355135,1.62043,-0.000502544,-0.356197,-0.000729912,1.13657,429.361,-0.577193,q2
0.01,0.355977,1.74725,-0.000497386,-0.35892,-0.000728251,1.14712,429.644,-0.627123,q2
0.0105,0.356882,1.87513,-0.000458024,-0.36158,-0.000726415,1.15772,429.948,-0.678011,q2
0.011,0.357852,2.00324,-0.000418661,-0.364101,-0.000724305,1.16831,430.272,-0.729381,q2
0.0115,0.358886,2.13074,-0.000379298,-0.366458,-0.000721921,1.17881,430.618,-0.780827,q2
0.012,0.359983,2.25688,-0.000339935,-0.36863,-0.000719267,1.18916,430.985,-0.831954,q2
0.0125,0.361142,2.38121,-0.000300573,-0.370601,-0.000716343,1.19932,431.371,-0.882478,q2
