t,ang,vel,E,tou,act,fac,opt,power,coord
0.026,-0.897234,-1.89395,-0.999917,-78.9337,-0.905854,0.821197,106.11,149.496,q1
0.0265,-0.89819,-1.93013,-0.999917,-78.989,-0.910034,0.817853,106.129,152.459,q1
0.027,-0.899164,-1.96613,-0.999916,-79.0276,-0.914028,0.81453,106.148,155.379,q1
0.0275,-0.900156,-2.00193,-0.999916,-79.0506,-0.917845,0.811229,106.168,158.254,q1
0.028,-0.901166,-2.03753,-0.999915,-79.0587,-0.921491,0.807951,106.188,161.085,q1
0.0285,-0.902193,-2.07293,-0.999914,-79.0529,-0.924976,0.804695,106.208,163.871,q1
0.029,-0.903239,-2.10813,-0.999914,-79.034,-0.928306,0.801462,106.228,166.614,q1
0.0295,-0.904302,-2.14312,-0.999913,-79.0027,-0.931488,0.798251,106.249,169.312,q1
0.03,-0.905382,-2.17791,-0.999913,-78.9598,-0.934529,0.795064,106.27,171.967,q1
0.0305,-0.906479,-2.21249,-0.999912,-78.9059,-0.937434,0.791899,106.292,174.578,q1
0.031,-0.907594,-2.24687,-0.999912,-78.8417,-0.940211,0.788757,106.313,177.147,q1
0.0315,-0.908726,-2.28105,-0.999911,-78.7677,-0.942864,0.785637,106.335,179.673,q1
0.032,-0.909875,-2.31503,-0.99991,-78.6846,-0.945399,0.782539,106.358,182.157,q1
0.0325,-0.911041,-2.34882,-0.99991,-78.5928,-0.947821,0.779463,106.38,184.6,q1
0.033,-0.912224,-2.38241,-0.999909,-78.4929,-0.950136,0.776408,106.403,187.002,q1
0.0335,-0.913424,-2.41582,-0.999909,-78.3852,-0.952347,0.773375,106.426,189.365,q1
0.034,-0.91464,-2.44905,-0.999908,-78.2704,-0.954461,0.770362,106.45,191.688,q1
0.0345,-0.915873,-2.4821,-0.999907,-78.1487,-0.95648,0.767369,106.473,193.973,q1
0.035,-0.917122,-2.51498,-0.999907,-78.0206,-0.95841,0.764396,106.497,196.22,q1
0.0355,-0.918388,-2.54766,-0.999906,-77.8866,-0.960254,0.761444,106.522,198.429,q1
0.036,-0.91967,-2.58012,-0.999906,-77.7474,-0.962016,0.758517,106.546,200.598,q1
0.0365,-0.920968,-2.61234,-0.999905,-77.6036,-0.9637,0.755616,106.571,202.727,q1
0.037,-0.922282,-2.64428,-0.999904,-77.4559,-0.965309,0.752744,106.596,204.815,q1
0.0375,-0.923612,-2.67591,-0.999904,-77.3048,-0.966846,0.749903,106.621,206.86,q1
0.038,-0.924958,-2.70716,-0.999903,-77.1514,-0.968315,0.7471,106.647,208.861,q1
0.0385,-0.926319,-2.73786,-0.999902,-76.9975,-0.969719,0.744351,106.673,210.808,q1
0.039,-0.927695,-2.76779,-0.999902,-76.8454,-0.97106,0.741674,106.699,212.692,q1
0.0395,-0.929087,-2.79677,-0.999901,-76.6971,-0.972341,0.739085,106.725,214.505,q1
0.04,-0.930492,-2.82463,-0.9999,-76.5545,-0.973566,0.7366,106.751,216.238,q1
0.0405,-0.931911,-2.85127,-0.999899,-76.4187,-0.974736,0.734228,106.778,217.89,q1
0.041,-0.933343,-2.87662,-0.999899,-76.2904,-0.975854,0.731971,106.805,219.459,q1
0.0415,-0.934787,-2.90065,-0.999898,-76.1704,-0.976923,0.729836,106.832,220.944,q1
0.042,-0.936243,-2.9233,-0.999897,-76.0592,-0.977944,0.727825,106.859,222.344,q1
0.0425,-0.937711,-2.94453,-0.999896,-75.9575,-0.978919,0.725943,106.886,223.659,q1
0.043,-0.939188,-2.96429,-0.999896,-75.8659,-0.979851,0.724192,106.914,224.889,q1
0.0435,-0.940675,-2.98255,-0.999895,-75.7849,-0.980742,0.722576,106.941,226.033,q1
0.044,-0.94217,-2.99927,-0.999894,-75.715,-0.981593,0.721097,106.969,227.09,q1
0.0445,-0.943674,-3.01442,-0.999893,-75.6567,-0.982406,0.719758,106.996,228.061,q1
0.045,-0.945184,-3.02797,-0.999893,-75.6102,-0.983184,0.718562,107.024,228.946,q1
0.0455,-0.946701,-3.03998,-0.999892,-75.5754,-0.983926,0.717502,107.052,229.748,q1
0.046,-0.948224,-3.05052,-0.999891,-75.5515,-0.984635,0.716572,107.08,230.472,q1
0.0465,-0.949752,-3.05967,-0.99989,-75.5381,-0.985313,0.715766,107.108,231.122,q1
0.047,-0.951283,-3.06748,-0.999889,-75.5347,-0.985961,0.715077,107.136,231.701,q1
0.0475,-0.952819,-3.07403,-0.999888,-75.541,-0.98658,0.7145,107.164,232.216,q1
0.048,-0.954357,-3.07939,-0.999887,-75.5566,-0.987171,0.714028,107.193,232.668,q1
0.0485,-0.955898,-3.08362,-0.999886,-75.5809,-0.987736,0.713656,107.222,233.063,q1
0.049,-0.957441,-3.08678,-0.999885,-75.6135,-0.988276,0.713378,107.251,233.402,q1
0.0495,-0.958985,-3.08893,-0.999884,-75.654,-0.988792,0.713188,107.281,233.69,q1
0.05,-0.960529,-3.09014,-0.999883,-75.7017,-0.989285,0.713082,107.311,233.929,q1
0.0505,-0.962075,-3.09044,-0.999882,-75.7564,-0.989756,0.713055,107.342,234.121,q1
0.051,-0.96362,-3.08991,-0.99988,-75.8176,-0.990206,0.713102,107.372,234.27,q1
0.0515,-0.965164,-3.08859,-0.999879,-75.8848,-0.990636,0.713218,107.404,234.377,q1
0.052,-0.966708,-3.08654,-0.999878,-75.9577,-0.991046,0.713399,107.435,234.446,q1
0.0525,-0.968251,-3.08379,-0.999876,-76.0357,-0.991439,0.713641,107.466,234.478,q1
0.053,-0.969792,-3.08041,-0.999875,-76.1187,-0.991814,0.713938,107.498,234.477,q1
0.0535,-0.971331,-3.07643,-0.999874,-76.206,-0.992172,0.714289,107.53,234.443,q1
0.054,-0.972868,-3.07191,-0.999872,-76.2975,-0.992514,0.714687,107.562,234.379,q1
0.0545,-0.974403,-3.06688,-0.999871,-76.3927,-0.992841,0.71513,107.594,234.287,q1
0.055,-0.975935,-3.06138,-0.999869,-76.4913,-0.993153,0.715615,107.626,234.169,q1
0.0555,-0.977464,-3.05546,-0.999867,-76.593,-0.993452,0.716136,107.658,234.027,q1
0.056,-0.97899,-3.04916,-0.999865,-76.6973,-0.993737,0.716692,107.69,233.862,q1
0.0565,-0.980513,-3.0425,-0.999863,-76.8041,-0.994009,0.717279,107.722,233.677,q1
0.057,-0.982033,-3.03554,-0.99986,-76.913,-0.994269,0.717894,107.755,233.472,q1
0.0575,-0.983549,-3.0283,-0.999858,-77.0236,-0.994517,0.718533,107.787,233.251,q1
0.058,-0.985061,-3.02082,-0.999856,-77.1357,-0.994755,0.719193,107.819,233.013,q1
0.0585,-0.98657,-3.01312,-0.999854,-77.2491,-0.994981,0.719873,107.851,232.761,q1
0.059,-0.988074,-3.00525,-0.999852,-77.3634,-0.995198,0.720568,107.882,232.496,q1
0.0595,-0.989575,-2.99723,-0.99985,-77.4783,-0.995405,0.721277,107.914,232.221,q1
0.06,-0.991071,-2.98909,-0.999846,-77.5937,-0.995602,0.721997,107.946,231.935,q1
0.0605,-0.992564,-2.98087,-0.999842,-77.7092,-0.995791,0.722725,107.977,231.641,q1
0.061,-0.994052,-2.97257,-0.999838,-77.8247,-0.995971,0.723459,108.008,231.34,q1
0.0615,-0.995537,-2.96424,-0.999835,-77.9399,-0.996142,0.724196,108.039,231.032,q1
0.062,-0.997017,-2.9559,-0.999831,-78.0545,-0.996306,0.724935,108.07,230.721,q1
0.0625,-0.998492,-2.94756,-0.999827,-78.1684,-0.996463,0.725674,108.101,230.406,q1
0.063,-0.999964,-2.93927,-0.999823,-78.2813,-0.996612,0.726409,108.131,230.089,q1
0.0635,-1.00143,-2.93102,-0.999819,-78.393,-0.996755,0.72714,108.161,229.772,q1
0.064,-1.0029,-2.92286,-0.999816,-78.5034,-0.996891,0.727864,108.191,229.454,q1
0.0645,-1.00435,-2.9148,-0.999811,-78.6122,-0.997021,0.72858,108.22,229.138,q1
0.065,-1.00581,-2.9069,-0.999803,-78.7188,-0.997145,0.729281,108.249,228.828,q1
0.0655,-1.00726,-2.89933,-0.999795,-78.8217,-0.997263,0.729954,108.278,228.53,q1
0.066,-1.00871,-2.89213,-0.999788,-78.9204,-0.997375,0.730593,108.307,228.248,q1
0.0665,-1.01015,-2.88535,-0.99978,-79.0145,-0.997482,0.731196,108.335,227.984,q1
0.067,-1.01159,-2.87901,-0.999772,-79.1038,-0.997584,0.731759,108.363,227.741,q1
0.0675,-1.01303,-2.87315,-0.999764,-79.1878,-0.997681,0.73228,108.39,227.519,q1
0.068,-1.01447,-2.86781,-0.999757,-79.2664,-0.997773,0.732755,108.417,227.321,q1
0.0685,-1.0159,-2.863,-0.999749,-79.3392,-0.997861,0.733183,108.444,227.148,q1
0.069,-1.01733,-2.85877,-0.999741,-79.4058,-0.997945,0.73356,108.47,227.003,q1
0.0695,-1.01876,-2.85514,-0.999722,-79.4661,-0.998025,0.733883,108.496,226.887,q1
0.07,-1.02019,-2.85213,-0.999679,-79.5197,-0.998099,0.734151,108.522,226.801,q1
0.0705,-1.02161,-2.84978,-0.999636,-79.5663,-0.998168,0.73436,108.547,226.746,q1
0.071,-1.02304,-2.8481,-0.999593,-79.6058,-0.998233,0.73451,108.571,226.725,q1
0.0715,-1.02446,-2.84711,-0.99955,-79.6378,-0.998292,0.734598,108.596,226.737,q1
0.072,-1.02588,-2.84683,-0.999508,-79.6623,-0.998347,0.734622,108.619,226.785,q1
0.0725,-1.02731,-2.8473,-0.999465,-79.6789,-0.998398,0.734581,108.643,226.87,q1
0.073,-1.02873,-2.84852,-0.999422,-79.6876,-0.998444,0.734472,108.665,226.992,q1
0.0735,-1.03016,-2.85052,-0.999379,-79.6881,-0.998487,0.734294,108.688,227.152,q1
0.074,-1.03158,-2.85332,-0.999336,-79.6802,-0.998525,0.734045,108.71,227.353,q1
0.0745,-1.03301,-2.85693,-0.956939,-79.6597,-0.99851,0.733723,108.731,227.582,q1
0.075,-1.03444,-2.86135,-0.856479,-79.5786,-0.997837,0.73333,108.752,227.703,q1
0.0755,-1.03587,-2.86651,-0.756019,-79.4318,-0.996433,0.732871,108.772,227.692,q1
0.076,-1.03731,-2.87236,-0.655559,-79.2202,-0.994303,0.732351,108.792,227.549,q1
0.0765,-1.03874,-2.87883,-0.555098,-78.9452,-0.991453,0.731776,108.812,227.269,q1
0.077,-1.04018,-2.88586,-0.454638,-78.6076,-0.987888,0.731151,108.83,226.85,q1
0.0775,-1.04163,-2.89339,-0.354178,-78.2089,-0.983613,0.730481,108.849,226.289,q1
0.078,-1.04308,-2.90137,-0.253718,-77.75,-0.978633,0.729772,108.866,225.581,q1
0.0785,-1.04453,-2.90973,-0.153258,-77.2322,-0.972954,0.72903,108.883,224.725,q1
0.079,-1.04599,-2.91842,-0.0527974,-76.6566,-0.96658,0.728259,108.899,223.716,q1
0.0795,-1.04745,-2.92737,-0.00408896,-76.0321,-0.959616,0.727464,108.915,222.574,q1
0.08,-1.04891,-2.93656,-0.00381314,-75.4032,-0.952615,0.726649,108.93,221.426,q1
0.0805,-1.05039,-2.94598,-0.00353733,-74.7767,-0.945663,0.725814,108.944,220.291,q1
0.081,-1.05186,-2.95564,-0.00326151,-74.1526,-0.93876,0.724958,108.958,219.168,q1
0.0815,-1.05334,-2.96551,-0.00298569,-73.531,-0.931905,0.724084,108.971,218.057,q1
0.082,-1.05483,-2.97561,-0.00270988,-72.9119,-0.925099,0.72319,108.983,216.958,q1
0.0825,-1.05632,-2.98593,-0.00243406,-72.2953,-0.918341,0.722277,108.994,215.869,q1
0.083,-1.05781,-2.99646,-0.00215824,-71.6813,-0.91163,0.721345,109.004,214.79,q1
0.0835,-1.05931,-3.00721,-0.00188242,-71.0699,-0.904966,0.720396,109.014,213.722,q1
0.084,-1.06082,-3.01816,-0.00160661,-70.4611,-0.898349,0.719428,109.023,212.662,q1
0.0845,-1.06233,-3.02931,-0.00147126,-69.855,-0.891779,0.718444,109.03,211.612,q1
0.085,-1.06385,-3.04066,-0.00142522,-69.2517,-0.885256,0.717442,109.037,210.571,q1
0.0855,-1.06537,-3.0522,-0.00137918,-68.6514,-0.878781,0.716424,109.043,209.538,q1
0.086,-1.0669,-3.06393,-0.00133314,-68.0541,-0.872353,0.71539,109.048,208.513,q1
0.0865,-1.06844,-3.07585,-0.0012871,-67.4604,-0.865972,0.71434,109.054,207.498,q1
0.087,-1.06998,-3.08795,-0.00124106,-66.8703,-0.859637,0.713275,109.059,206.492,q1
0.0875,-1.07152,-3.10023,-0.00119501,-66.2837,-0.853348,0.712195,109.064,205.494,q1
0.088,-1.07308,-3.11268,-0.00114897,-65.7007,-0.847105,0.7111,109.069,204.505,q1
0.0885,-1.07464,-3.1253,-0.00110293,-65.1213,-0.840908,0.70999,109.074,203.524,q1
0.089,-1.0762,-3.13809,-0.00105689,-64.5456,-0.834755,0.708867,109.079,202.55,q1
0.0895,-1.07777,-3.15104,-0.00102706,-63.9735,-0.828647,0.70773,109.084,201.583,q1
0.09,-1.07935,-3.16415,-0.00100399,-63.4052,-0.822584,0.706581,109.089,200.624,q1
0.0905,-1.08094,-3.17742,-0.000980906,-62.8405,-0.816565,0.705418,109.094,199.671,q1
0.091,-1.08253,-3.19083,-0.000957827,-62.2796,-0.81059,0.704243,109.099,198.724,q1
0.0915,-1.08413,-3.2044,-0.000934748,-61.7224,-0.804659,0.703056,109.104,197.783,q1
0.092,-1.08574,-3.2181,-0.000911669,-61.1689,-0.79877,0.701857,109.109,196.848,q1
0.0925,-1.08735,-3.23195,-0.00088859,-60.6193,-0.792925,0.700647,109.114,195.918,q1
0.093,-1.08897,-3.24592,-0.000865511,-60.0734,-0.787123,0.699426,109.118,194.994,q1
0.0935,-1.09059,-3.26003,-0.000842433,-59.5313,-0.781363,0.698195,109.123,194.074,q1
0.094,-1.09223,-3.27427,-0.000819354,-58.993,-0.775644,0.696953,109.128,193.159,q1
0.0945,-1.09387,-3.28863,-0.000803148,-58.4586,-0.769968,0.695702,109.132,192.248,q1
0.095,-1.09552,-3.3031,-0.000788651,-57.9279,-0.764333,0.694442,109.136,191.342,q1
0.0955,-1.09717,-3.31769,-0.000774155,-57.4011,-0.758739,0.693172,109.141,190.439,q1
0.096,-1.09883,-3.3324,-0.000759658,-56.8782,-0.753186,0.691894,109.145,189.541,q1
0.0965,-1.1005,-3.3472,-0.000745161,-56.3591,-0.747674,0.690607,109.149,188.645,q1
0.097,-1.10218,-3.36211,-0.000730664,-55.8438,-0.742202,0.689313,109.153,187.753,q1
0.0975,-1.10387,-3.37712,-0.000716167,-55.3325,-0.73677,0.688011,109.157,186.865,q1
0.098,-1.10556,-3.39223,-0.000701671,-54.825,-0.731378,0.686702,109.161,185.979,q1
0.0985,-1.10726,-3.40742,-0.000687174,-54.3213,-0.726025,0.685387,109.165,185.096,q1
0.099,-1.10897,-3.4227,-0.000672677,-53.8215,-0.720711,0.684064,109.169,184.215,q1
0.0995,-1.11068,-3.43807,-0.000662138,-53.3256,-0.715436,0.682736,109.172,183.337,q1
0.1,-1.1124,-3.45351,-0.000652061,-52.8336,-0.710199,0.681402,109.176,182.461,q1
0.1005,-1.11413,-3.46903,-0.000641983,-52.3454,-0.705001,0.680063,109.179,181.588,q1
0.101,-1.11587,-3.48462,-0.000631905,-51.8611,-0.699841,0.678718,109.182,180.716,q1
0.1015,-1.11762,-3.50029,-0.000621828,-51.3807,-0.694719,0.677369,109.186,179.847,q1
0.102,-1.11937,-3.51602,-0.00061175,-50.904,-0.689634,0.676015,109.189,178.979,q1
0.1025,-1.12114,-3.53182,-0.000601672,-50.4312,-0.684586,0.674656,109.192,178.114,q1
0.103,-1.12291,-3.54768,-0.000591594,-49.9622,-0.679575,0.673293,109.194,177.25,q1
0.1035,-1.12468,-3.5636,-0.000581517,-49.497,-0.674601,0.671926,109.197,176.388,q1
0.104,-1.12647,-3.57958,-0.000571439,-49.0356,-0.669663,0.670555,109.2,175.527,q1
0.1045,-1.12826,-3.59561,-0.000563964,-48.578,-0.664761,0.669181,109.202,174.668,q1
0.105,-1.13006,-3.6117,-0.000556514,-48.1241,-0.659895,0.667804,109.204,173.81,q1
0.1055,-1.13187,-3.62784,-0.000549064,-47.674,-0.655065,0.666423,109.206,172.954,q1
0.106,-1.13369,-3.64403,-0.000541614,-47.2276,-0.65027,0.665039,109.208,172.099,q1
0.1065,-1.13552,-3.66027,-0.000534164,-46.7849,-0.64551,0.663653,109.21,171.245,q1
0.107,-1.13735,-3.67655,-0.000526714,-46.346,-0.640785,0.662264,109.211,170.393,q1
0.1075,-1.13919,-3.69287,-0.000519263,-45.9107,-0.636094,0.660873,109.213,169.542,q1
0.108,-1.14105,-3.70924,-0.000511813,-45.479,-0.631438,0.65948,109.214,168.692,q1
0.1085,-1.1429,-3.72564,-0.000504363,-45.051,-0.626816,0.658085,109.215,167.844,q1
0.109,-1.14477,-3.74208,-0.000497057,-44.6267,-0.622227,0.656688,109.216,166.996,q1
0.1095,-1.14665,-3.75855,-0.000491286,-44.2059,-0.617673,0.65529,109.217,166.15,q1
0.11,-1.14853,-3.77505,-0.000485516,-43.7888,-0.613151,0.65389,109.217,165.305,q1
0.1105,-1.15042,-3.79159,-0.000479746,-43.3752,-0.608663,0.652489,109.217,164.461,q1
0.111,-1.15232,-3.80815,-0.000473976,-42.9652,-0.604207,0.651087,109.217,163.618,q1
0.1115,-1.15423,-3.82474,-0.000468206,-42.5587,-0.599784,0.649684,109.217,162.776,q1
0.112,-1.15615,-3.84136,-0.000462436,-42.1558,-0.595394,0.64828,109.217,161.935,q1
0.1125,-1.15807,-3.858,-0.000456666,-41.7563,-0.591035,0.646876,109.216,161.096,q1
0.113,-1.16,-3.87466,-0.000450896,-41.3604,-0.586709,0.645471,109.216,160.257,q1
0.1135,-1.16195,-3.89134,-0.000445126,-40.968,-0.582414,0.644066,109.215,159.42,q1
0.114,-1.1639,-3.90804,-0.000439562,-40.579,-0.57815,0.642661,109.214,158.584,q1
0.1145,-1.16585,-3.92476,-0.000434935,-40.1934,-0.573918,0.641255,109.213,157.749,q1
0.115,-1.16782,-3.94149,-0.000430309,-39.8113,-0.569717,0.63985,109.212,156.916,q1
0.1155,-1.16979,-3.95823,-0.000425683,-39.4326,-0.565546,0.638446,109.21,156.083,q1
0.116,-1.17178,-3.97499,-0.000421057,-39.0572,-0.561406,0.637041,109.209,155.252,q1
0.1165,-1.17377,-3.99176,-0.00041643,-38.6852,-0.557296,0.635637,109.207,154.422,q1
0.117,-1.17577,-4.00854,-0.000411804,-38.3165,-0.553216,0.634234,109.205,153.594,q1
0.1175,-1.17778,-4.02533,-0.000407178,-37.9512,-0.549167,0.632831,109.203,152.766,q1
0.118,-1.1798,-4.04213,-0.000402552,-37.5891,-0.545146,0.63143,109.2,151.94,q1
0.1185,-1.18182,-4.05893,-0.000397925,-37.2303,-0.541156,0.630029,109.198,151.115,q1
0.119,-1.18385,-4.07573,-0.000393524,-36.8747,-0.537194,0.628629,109.195,150.292,q1
0.1195,-1.1859,-4.09254,-0.000389717,-36.5224,-0.533261,0.627231,109.192,149.47,q1
0.12,-1.18795,-4.10935,-0.000385909,-36.1733,-0.529358,0.625834,109.189,148.649,q1
0.1205,-1.19001,-4.12617,-0.000382102,-35.8273,-0.525482,0.624438,109.186,147.829,q1
0.121,-1.19207,-4.14298,-0.000378294,-35.4845,-0.521635,0.623044,109.183,147.012,q1
0.1215,-1.19415,-4.15979,-0.000374487,-35.1448,-0.517817,0.621651,109.179,146.195,q1
0.122,-1.19623,-4.1766,-0.00037068,-34.8083,-0.514026,0.62026,109.175,145.38,q1
0.1225,-1.19833,-4.19341,-0.000366872,-34.4748,-0.510263,0.618871,109.171,144.567,q1
0.123,-1.20043,-4.21021,-0.000363065,-34.1444,-0.506527,0.617483,109.167,143.755,q1
0.1235,-1.20254,-4.227,-0.000359257,-33.8171,-0.502819,0.616098,109.163,142.945,q1
0.124,-1.20465,-4.24379,-0.000355674,-33.4927,-0.499138,0.614714,109.158,142.136,q1
0.1245,-1.20678,-4.26058,-0.000352474,-33.1714,-0.495484,0.613333,109.153,141.329,q1
0.125,-1.20891,-4.27735,-0.000349273,-32.853,-0.491857,0.611954,109.149,140.524,q1
0.1255,-1.21106,-4.29412,-0.000346073,-32.5376,-0.488256,0.610577,109.143,139.72,q1
0.126,-1.21321,-4.31087,-0.000342872,-32.2251,-0.484682,0.609202,109.138,138.918,q1
0.1265,-1.21537,-4.32762,-0.000339672,-31.9155,-0.481133,0.607829,109.133,138.118,q1
0.127,-1.21754,-4.34435,-0.000336471,-31.6088,-0.477611,0.60646,109.127,137.32,q1
0.1275,-1.21971,-4.36107,-0.000333271,-31.3049,-0.474114,0.605092,109.121,136.523,q1
0.128,-1.2219,-4.37778,-0.000330071,-31.0039,-0.470644,0.603727,109.115,135.729,q1
0.1285,-1.22409,-4.39448,-0.00032687,-30.7058,-0.467198,0.602365,109.109,134.936,q1
0.129,-1.22629,-4.41116,-0.000323883,-30.4104,-0.463778,0.601006,109.102,134.145,q1
0.1295,-1.2285,-4.42783,-0.000321142,-30.1177,-0.460382,0.599649,109.095,133.356,q1
0.13,-1.23072,-4.44448,-0.000318401,-29.8278,-0.457012,0.598294,109.089,132.569,q1
0.1305,-1.23295,-4.46112,-0.00031566,-29.5406,-0.453666,0.596943,109.081,131.784,q1
0.131,-1.23518,-4.47774,-0.000312919,-29.2562,-0.450345,0.595594,109.074,131.001,q1
0.1315,-1.23742,-4.49434,-0.000310178,-28.9744,-0.447048,0.594248,109.067,130.221,q1
0.132,-1.23967,-4.51093,-0.000307437,-28.6952,-0.443775,0.592905,109.059,129.442,q1
0.1325,-1.24193,-4.5275,-0.000304697,-28.4187,-0.440526,0.591565,109.051,128.666,q1
0.133,-1.2442,-4.54405,-0.000301956,-28.1448,-0.437301,0.590228,109.043,127.891,q1
0.1335,-1.24648,-4.56059,-0.000299215,-27.8728,-0.4341,0.588894,109.032,127.116,q1
0.134,-1.24876,-4.5771,-0.000296672,-27.6023,-0.430922,0.587563,109.017,126.339,q1
0.1345,-1.25105,-4.59359,-0.000294284,-27.3334,-0.427767,0.586235,108.997,125.559,q1
0.135,-1.25336,-4.61006,-0.000291897,-27.0661,-0.424636,0.584911,108.973,124.776,q1
0.1355,-1.25567,-4.6265,-0.00028951,-26.8004,-0.421527,0.58359,108.945,123.992,q1
0.136,-1.25798,-4.64291,-0.000287123,-26.5364,-0.418441,0.582273,108.913,123.206,q1
0.1365,-1.26031,-4.65929,-0.000284736,-26.2741,-0.415377,0.58096,108.878,122.419,q1
