t,ang,vel,E,tou,act,fac,opt,power,coord,spT,spP
0,0.349066,0,0.000628607,0,0,1,320.345,0,q2,0,0
0.0005,0.34907,0.0139252,0.000597746,0.00871672,2.72425e-05,0.998819,320.346,0.000121382,q2,0,0
0.001,0.349078,0.0151925,0.000566886,0.0166056,5.19031e-05,0.998712,320.347,0.000252281,q2,0,0
0.0015,0.349083,0.00567516,0.000536025,0.0237253,7.40965e-05,0.999519,320.348,0.000134645,q2,0,0
0.002,0.349082,-0.012779,0.000505164,0.0301236,9.39323e-05,1.00108,320.348,-0.00038495,q2,0,-0
0.0025,0.349069,-0.038371,0.000474304,0.0358397,0.000111515,1.00325,320.346,-0.0013752,q2,0,-0
0.003,0.349043,-0.0693694,0.000443443,0.0409051,0.000126946,1.00588,320.341,-0.00283756,q2,0,-0
0.0035,0.348999,-0.104124,0.000412582,0.0453456,0.000140319,1.00883,320.333,-0.00472158,q2,0,-0
0.004,0.348938,-0.141076,0.000381722,0.0491827,0.000151727,1.01196,320.321,-0.00693851,q2,0,-0
0.0045,0.348858,-0.178764,0.000350861,0.0524343,0.000161256,1.01516,320.307,-0.00937334,q2,0,-0
0.005,0.348759,-0.215823,0.00032,0.0551162,0.000168991,1.0183,320.288,-0.0118953,q2,0,-0
0.0055,0.348643,-0.250988,0.000295179,0.0572402,0.000175003,1.02128,320.267,-0.0143666,q2,0,-0
0.006,0.348509,-0.28318,0.000297892,0.0591551,0.000180389,1.02401,320.242,-0.0167515,q2,0,-0
0.0065,0.34836,-0.311629,0.000300605,0.0610254,0.000185671,1.02642,320.215,-0.0190173,q2,0,-0
0.007,0.348198,-0.335658,0.000303319,0.0628425,0.00019084,1.02845,320.185,-0.0210936,q2,0,-0
0.0075,0.348025,-0.354665,0.000306032,0.064603,0.000195898,1.03006,320.153,-0.0229124,q2,0,-0
0.008,0.347844,-0.368479,0.000308745,0.0663053,0.000200853,1.03123,320.119,-0.0244321,q2,0,-0
0.0085,0.347658,-0.377298,0.000311458,0.0679499,0.000205708,1.03198,320.085,-0.0256374,q2,0,-0
0.009,0.347468,-0.381332,0.000314171,0.0695376,0.000210468,1.03232,320.05,-0.0265169,q2,0,-0
0.0095,0.347277,-0.380781,0.000316885,0.0710691,0.000215137,1.03228,320.014,-0.0270618,q2,0,-0
0.01,0.347088,-0.375834,0.000319598,0.0725454,0.000219719,1.03186,319.979,-0.027265,q2,0,-0
0.0105,0.346902,-0.366668,0.000322311,0.0739672,0.000224218,1.03108,319.945,-0.0271214,q2,0,-0
0.011,0.346722,-0.353454,0.000325551,0.0753368,0.000228642,1.02996,319.911,-0.0266281,q2,0,-0
0.0115,0.346549,-0.336408,0.000329729,0.0766712,0.000233042,1.02852,319.879,-0.0257928,q2,0,-0
0.012,0.346386,-0.315819,0.000333907,0.0779757,0.000237432,1.02677,319.849,-0.0246262,q2,0,-0
0.0125,0.346234,-0.291971,0.000338085,0.079251,0.000241813,1.02475,319.821,-0.023139,q2,0,-0
0.013,0.346094,-0.26513,0.000342263,0.0804982,0.000246184,1.02248,319.795,-0.0213425,q2,0,-0
0.0135,0.345969,-0.235553,0.000346441,0.081718,0.000250547,1.01997,319.772,-0.0192489,q2,0,-0
0.014,0.345859,-0.203481,0.000350619,0.0829114,0.000254902,1.01725,319.752,-0.0168709,q2,0,-0
0.0145,0.345766,-0.169143,0.000354797,0.0840795,0.000259249,1.01434,319.734,-0.0142215,q2,0,-0
0.015,0.34569,-0.132756,0.000358975,0.0852231,0.000263588,1.01126,319.72,-0.0113139,q2,0,-0
0.0155,0.345634,-0.0945245,0.000363153,0.0863433,0.000267921,1.00801,319.71,-0.00816156,q2,0,-0
0.016,0.345596,-0.0546421,0.00036733,0.087441,0.000272246,1.00463,319.703,-0.00477796,q2,0,-0
0.0165,0.345579,-0.0132909,0.000373389,0.088523,0.000276583,1.00113,319.7,-0.00117655,q2,0,-0
0.017,0.345583,0.0293578,0.000381051,0.08963,0.000281056,0.997511,319.7,0.00263134,q2,0,0
0.0175,0.345609,0.0731429,0.000388713,0.090764,0.000285671,0.993798,319.705,0.00663874,q2,0,0
0.018,0.345656,0.117913,0.000396375,0.0919235,0.000290421,0.990002,319.714,0.010839,q2,0,0
0.0185,0.345727,0.163527,0.000404038,0.0931067,0.000295301,0.986135,319.727,0.0152254,q2,0,0
0.019,0.34582,0.209851,0.0004117,0.0943123,0.000300305,0.982208,319.744,0.0197916,q2,0,0
0.0195,0.345937,0.256763,0.000419362,0.0955389,0.000305426,0.978232,319.766,0.0245309,q2,0,0
0.02,0.346077,0.304146,0.000427024,0.0967853,0.000310661,0.974216,319.792,0.0294369,q2,0,0
0.0205,0.346241,0.351893,0.000434687,0.0980502,0.000316003,0.970171,319.822,0.0345032,q2,0,0
0.021,0.346429,0.399903,0.000442349,0.0993325,0.000321449,0.966104,319.857,0.0397234,q2,0,0
0.0215,0.346641,0.448085,0.000450011,0.100631,0.000326993,0.962024,319.896,0.0450913,q2,0,0
0.022,0.346877,0.496351,0.000460276,0.101958,0.000332673,0.957937,319.94,0.0506071,q2,0,0
0.0225,0.347137,0.544622,0.000471555,0.103347,0.000338596,0.953852,319.988,0.0562848,q2,0,0
0.023,0.347422,0.592824,0.000482833,0.104794,0.000344756,0.949774,320.041,0.0621246,q2,0,0
0.0235,0.34773,0.640889,0.000494112,0.106298,0.000351145,0.945709,320.098,0.0681255,q2,0,0
0.024,0.348062,0.688756,0.000505391,0.107855,0.00035775,0.941663,320.16,0.074286,q2,0,0
0.0245,0.348419,0.736367,0.00051667,0.109462,0.000364563,0.93764,320.225,0.0806045,q2,0,0
0.025,0.348799,0.783669,0.000527949,0.111117,0.000371575,0.933645,320.296,0.0870787,q2,0,0
0.0255,0.349202,0.830614,0.000539228,0.112816,0.000378776,0.929683,320.37,0.0937063,q2,0,0
0.026,0.349629,0.877159,0.000550507,0.114557,0.000386159,0.925756,320.449,0.100485,q2,0,0
0.0265,0.350079,0.923264,0.000561786,0.116338,0.000393714,0.921868,320.532,0.107411,q2,0,0
0.027,0.350552,0.968894,0.000573065,0.118156,0.000401432,0.918023,320.619,0.114481,q2,0,0
0.0275,0.351048,1.01402,0.00058942,0.120039,0.000409409,0.914223,320.711,0.121722,q2,0,0
0.028,0.351566,1.0586,0.000606342,0.122029,0.000417787,0.910471,320.806,0.12918,q2,0,0
0.0285,0.352107,1.10262,0.000623265,0.124119,0.000426545,0.906768,320.905,0.136856,q2,0,0
0.029,0.352669,1.14606,0.000640187,0.126303,0.000435665,0.903117,321.009,0.14475,q2,0,0
0.0295,0.353253,1.18888,0.00065711,0.128577,0.000445133,0.89952,321.116,0.152863,q2,0,0
0.03,0.353858,1.23109,0.000674032,0.130935,0.000454931,0.895977,321.227,0.161192,q2,0,0
0.0305,0.354484,1.27265,0.000690954,0.133373,0.000465046,0.892491,321.342,0.169737,q2,0,0
0.031,0.35513,1.31356,0.000707877,0.135887,0.000475464,0.889062,321.46,0.178495,q2,0,0
0.0315,0.355797,1.3538,0.000724799,0.138472,0.00048617,0.885691,321.582,0.187464,q2,0,0
0.032,0.356484,1.39337,0.000741722,0.141126,0.000497153,0.882379,321.708,0.196641,q2,0,0
0.0325,0.35719,1.43226,0.000759427,0.143845,0.000508401,0.879127,321.837,0.206023,q2,0,0
0.033,0.357916,1.47045,0.000786221,0.146697,0.000520156,0.875936,321.969,0.21571,q2,0,0
0.0335,0.358661,1.50795,0.000813015,0.149726,0.000532579,0.872804,322.105,0.22578,q2,0,0
0.034,0.359424,1.54475,0.000839809,0.152925,0.00054564,0.869734,322.244,0.23623,q2,0,0
0.0345,0.360205,1.58085,0.000866603,0.156283,0.000559312,0.866724,322.386,0.247059,q2,0,0
0.035,0.361005,1.61624,0.000893397,0.159793,0.000573567,0.863775,322.532,0.258264,q2,0,0
0.0355,0.361821,1.65093,0.000920191,0.163446,0.000588379,0.860887,322.68,0.269839,q2,0,0
0.036,0.362655,1.68492,0.000946984,0.167237,0.000603724,0.85806,322.831,0.28178,q2,0,0
0.0365,0.363506,1.7182,0.000973778,0.171156,0.000619577,0.855293,322.985,0.294082,q2,0,0
0.037,0.364374,1.75079,0.00100057,0.175199,0.000635916,0.852587,323.142,0.306737,q2,0,0
0.0375,0.365257,1.78268,0.00102737,0.179359,0.00065272,0.84994,323.302,0.31974,q2,0,0
0.038,0.366156,1.81387,0.00105916,0.183633,0.000669976,0.847353,323.464,0.333086,q2,0,0
0.0385,0.367071,1.84437,0.00110525,0.188187,0.000688297,0.844826,323.629,0.347088,q2,0,0
0.039,0.368,1.87419,0.00115133,0.19307,0.000707857,0.842357,323.797,0.361849,q2,0,0
0.0395,0.368945,1.90333,0.00119742,0.198261,0.000728595,0.839946,323.967,0.377356,q2,0,0
0.04,0.369904,1.93179,0.00124351,0.203747,0.00075046,0.837593,324.139,0.393596,q2,0,0
0.0405,0.370876,1.95957,0.00128959,0.209513,0.000773401,0.835297,324.314,0.410556,q2,0,0
0.041,0.371863,1.9867,0.00133568,0.215545,0.000797371,0.833057,324.49,0.428223,q2,0,0
0.0415,0.372863,2.01317,0.00138177,0.221829,0.000822324,0.830874,324.669,0.44658,q2,0,0
0.042,0.373876,2.03898,0.00142785,0.228355,0.000848215,0.828746,324.851,0.465612,q2,0,0
0.0425,0.374902,2.06415,0.00147394,0.23511,0.000875004,0.826672,325.034,0.485304,q2,0,0
0.043,0.37594,2.08869,0.00152003,0.242084,0.000902651,0.824652,325.219,0.505638,q2,0,0
0.0435,0.376991,2.11258,0.00158431,0.249315,0.000931297,0.822686,325.406,0.526698,q2,0,0
0.044,0.378053,2.13575,0.00167185,0.257161,0.000962275,0.820782,325.595,0.54923,q2,0,0
0.0445,0.379126,2.1581,0.00175938,0.265671,0.000995766,0.818945,325.786,0.573345,q2,0,0
0.045,0.380211,2.17959,0.00184691,0.274816,0.00103166,0.817181,325.978,0.598987,q2,0,0
0.0455,0.381306,2.20015,0.00193445,0.284569,0.00106985,0.815493,326.172,0.626096,q2,0,0
0.046,0.382411,2.21975,0.00202198,0.294905,0.00111023,0.813886,326.368,0.654614,q2,0,0
0.0465,0.383525,2.23832,0.00210952,0.305799,0.0011527,0.812364,326.565,0.684477,q2,0,0
0.047,0.384649,2.25584,0.00219705,0.31723,0.00119718,0.810928,326.763,0.715622,q2,0,0
0.0475,0.385781,2.27228,0.00228458,0.329177,0.00124357,0.809583,326.963,0.747981,q2,0,0
0.048,0.386921,2.28758,0.00237212,0.341621,0.00129179,0.80833,327.163,0.781487,q2,0,0
0.0485,0.388068,2.30174,0.00245965,0.354545,0.00134175,0.807172,327.365,0.816069,q2,0,0
0.049,0.389222,2.31471,0.00260479,0.368111,0.00139406,0.806112,327.568,0.852072,q2,0,0
0.0495,0.390383,2.32653,0.00278537,0.383164,0.00145191,0.805146,327.771,0.891441,q2,0,0
0.05,0.391549,2.33723,0.00296596,0.399683,0.00151521,0.804271,327.975,0.934151,q2,0,0
0.0505,0.39272,2.34687,0.00314654,0.417606,0.00158372,0.803484,328.18,0.980067,q2,0,0
0.051,0.393895,2.35549,0.00332713,0.436875,0.00165721,0.80278,328.386,1.02905,q2,0,0
0.0515,0.395075,2.36314,0.00350772,0.457434,0.00173545,0.802156,328.591,1.08098,q2,0,0
