t,ang,vel,E,tou,act,fac,opt,power,coord,spT,spP
0,0.349066,0,7.6562e-05,0,0,1,320.345,0,q2,0,0
0.0005,0.349057,-0.0385047,7.17132e-05,0.00105854,3.29363e-06,1.00326,320.343,-4.07587e-05,q2,0,-0
0.001,0.349025,-0.0906389,6.68643e-05,0.00200957,6.22544e-06,1.00769,320.337,-0.000182145,q2,0,-0
0.0015,0.348964,-0.155448,6.20155e-05,0.00285975,8.8115e-06,1.01318,320.326,-0.000444543,q2,0,-0
0.002,0.348868,-0.231946,5.71667e-05,0.00361462,1.10672e-05,1.01966,320.308,-0.000838398,q2,0,-0
0.0025,0.34873,-0.319133,5.23179e-05,0.00427867,1.30071e-05,1.02705,320.283,-0.00136547,q2,0,-0
0.003,0.348547,-0.416002,4.7469e-05,0.00485557,1.46454e-05,1.03526,320.249,-0.00201993,q2,0,-0
0.0035,0.348313,-0.521558,4.26202e-05,0.00534821,1.59955e-05,1.0442,320.206,-0.0027894,q2,0,-0
0.004,0.348024,-0.634822,3.77714e-05,0.00575892,1.707e-05,1.05378,320.152,-0.00365589,q2,0,-0
0.0045,0.347677,-0.754842,3.29226e-05,0.00608948,1.78814e-05,1.06392,320.088,-0.0045966,q2,0,-0
0.005,0.347268,-0.880649,3.02138e-05,0.00634975,1.84658e-05,1.07454,320.013,-0.0055919,q2,0,-0
0.0055,0.346796,-1.01021,2.95748e-05,0.00658883,1.89735e-05,1.08546,319.925,-0.00665607,q2,0,-0
0.006,0.346258,-1.14058,2.89358e-05,0.0068135,1.94303e-05,1.09642,319.825,-0.00777132,q2,0,-0
0.0065,0.345655,-1.26906,2.82969e-05,0.00702258,1.98384e-05,1.10721,319.714,-0.00891205,q2,0,-0
0.007,0.34499,-1.39321,2.76579e-05,0.00721494,2.02e-05,1.11761,319.59,-0.0100519,q2,0,-0
0.0075,0.344263,-1.51084,2.7019e-05,0.00738954,2.05171e-05,1.12744,319.455,-0.0111644,q2,0,-0
0.008,0.34348,-1.62029,2.638e-05,0.00754561,2.07917e-05,1.13656,319.309,-0.0122261,q2,0,-0
0.0085,0.342644,-1.72118,2.5741e-05,0.00768314,2.10257e-05,1.14495,319.154,-0.0132241,q2,0,-0
0.009,0.34176,-1.81359,2.51021e-05,0.00780239,2.12209e-05,1.15262,318.989,-0.0141504,q2,0,-0
0.0095,0.340832,-1.8976,2.44781e-05,0.00790369,2.13791e-05,1.15958,318.816,-0.014998,q2,0,-0
0.01,0.339864,-1.97334,2.47363e-05,0.00799515,2.15226e-05,1.16584,318.635,-0.0157772,q2,0,-0
0.0105,0.33886,-2.04118,2.49946e-05,0.00808421,2.16712e-05,1.17144,318.447,-0.0165013,q2,0,-0
0.011,0.337824,-2.1015,2.52529e-05,0.00817099,2.18246e-05,1.1764,318.252,-0.0171714,q2,0,-0
0.0115,0.33676,-2.1547,2.55112e-05,0.0082556,2.19828e-05,1.18078,318.052,-0.0177883,q2,0,-0
0.012,0.335671,-2.20114,2.57695e-05,0.00833812,2.21453e-05,1.18459,317.848,-0.0183534,q2,0,-0
0.0125,0.33456,-2.24116,2.60278e-05,0.00841866,2.23122e-05,1.18787,317.638,-0.0188676,q2,0,-0
0.013,0.33343,-2.27511,2.6286e-05,0.00849729,2.24831e-05,1.19065,317.425,-0.0193323,q2,0,-0
0.0135,0.332286,-2.30332,2.65443e-05,0.00857409,2.26578e-05,1.19296,317.209,-0.0197489,q2,0,-0
0.014,0.331128,-2.32608,2.68026e-05,0.00864913,2.28363e-05,1.19482,316.989,-0.0201186,q2,0,-0
0.0145,0.32996,-2.34371,2.63744e-05,0.0087194,2.30102e-05,1.19626,316.768,-0.0204357,q2,0,-0
0.015,0.328785,-2.35649,2.5325e-05,0.00876861,2.31362e-05,1.1973,316.544,-0.0206631,q2,0,-0
0.0155,0.327605,-2.3647,2.42756e-05,0.00879524,2.321e-05,1.19797,316.32,-0.0207981,q2,0,-0
0.016,0.326421,-2.36862,2.32263e-05,0.0088003,2.32337e-05,1.19829,316.094,-0.0208446,q2,0,-0
0.0165,0.325237,-2.36851,2.21769e-05,0.00879258,2.32302e-05,1.19828,315.868,-0.0208253,q2,0,-0
0.017,0.324053,-2.36461,2.11275e-05,0.00877957,2.32186e-05,1.19796,315.641,-0.0207603,q2,0,-0
0.0175,0.322873,-2.35718,2.00782e-05,0.00876159,2.31994e-05,1.19736,315.415,-0.0206526,q2,0,-0
0.018,0.321697,-2.34643,1.90288e-05,0.00873882,2.31727e-05,1.19648,315.189,-0.020505,q2,0,-0
0.0185,0.320527,-2.33258,1.79794e-05,0.00871144,2.31385e-05,1.19535,314.963,-0.0203202,q2,0,-0
0.019,0.319365,-2.31586,1.70067e-05,0.00867964,2.30969e-05,1.19398,314.739,-0.0201008,q2,0,-0
0.0195,0.318211,-2.29644,1.82549e-05,0.00864695,2.30568e-05,1.19239,314.516,-0.0198572,q2,0,-0
0.02,0.317069,-2.27454,1.95031e-05,0.00861643,2.30262e-05,1.1906,314.295,-0.0195984,q2,0,-0
0.0205,0.315937,-2.25032,2.07513e-05,0.00858815,2.3005e-05,1.18862,314.076,-0.0193261,q2,0,-0
0.021,0.314819,-2.22397,2.19994e-05,0.00856217,2.29931e-05,1.18646,313.858,-0.019042,q2,0,-0
0.0215,0.313714,-2.19564,2.32476e-05,0.00853911,2.29919e-05,1.18414,313.643,-0.0187488,q2,0,-0
0.022,0.312623,-2.1655,2.44958e-05,0.00853003,2.30311e-05,1.18166,313.431,-0.0184718,q2,0,-0
0.0225,0.311548,-2.1337,2.5744e-05,0.00853983,2.31242e-05,1.17905,313.221,-0.0182215,q2,0,-0
0.023,0.31049,-2.10039,2.69922e-05,0.0085675,2.32685e-05,1.17631,313.014,-0.0179951,q2,0,-0
0.0235,0.309448,-2.06568,2.82404e-05,0.00861212,2.34619e-05,1.17345,312.81,-0.0177899,q2,0,-0
0.024,0.308424,-2.02972,2.86976e-05,0.00866924,2.36926e-05,1.17049,312.609,-0.0175962,q2,0,-0
0.0245,0.307419,-1.99264,2.84855e-05,0.0087205,2.39102e-05,1.16743,312.411,-0.0173768,q2,0,-0
0.025,0.306432,-1.95453,2.82735e-05,0.00876377,2.41088e-05,1.16429,312.217,-0.0171291,q2,0,-0
0.0255,0.305464,-1.91552,2.80615e-05,0.00879949,2.42891e-05,1.16106,312.026,-0.0168556,q2,0,-0
0.026,0.304516,-1.8757,2.78495e-05,0.00882807,2.4452e-05,1.15777,311.839,-0.0165589,q2,0,-0
