t,ang1,ang2,ang3,ang4,v1,v2,v3,v4,TA,TK,TH,TspA,TspK,TspH,PA,PK,PH,spPA,spPK,spPH,spEA,spEK,spEH,y,vx,vy,Fy,totE
0.0055,0.525711,-0.874354,0.346796,-0.346698,0.836609,-0.601697,-1.01021,0.948142,-39.1855,-151.459,-99.5466,0,0,50.111,23.5778,153.005,-94.3844,0,-0,-47.5124,0,0,8.69083,1.10007,-0.0161945,-0.0412035,245.056,863.724
0.006,0.526152,-0.874667,0.346258,-0.346199,0.925752,-0.651111,-1.14058,1.04812,-41.6636,-156.53,-107.106,0,0,50.0364,27.1277,178.534,-112.26,0,-0,-52.444,0,0,8.66582,1.10005,-0.0185414,-0.0445986,236.943,863.793
0.0065,0.526636,-0.875005,0.345655,-0.345651,1.0136,-0.699101,-1.26906,1.14415,-44.0039,-159.419,-114.42,0,0,49.9547,30.7632,202.312,-130.914,0,-0,-57.1558,0,0,8.63839,1.10002,-0.0209291,-0.0480663,221.914,863.87
0.007,0.527165,-0.875366,0.34499,-0.345056,1.09919,-0.745582,-1.39321,1.23443,-46.2147,-160.333,-121.474,0,0,49.8665,34.4569,223.377,-149.951,0,-0,-61.5567,0,0,8.60868,1.1,-0.0233282,-0.0516476,200.701,863.952
0.0075,0.527735,-0.87575,0.344263,-0.344418,1.18168,-0.7905,-1.51084,1.31733,-48.3042,-159.467,-128.255,0,0,49.7722,38.1845,240.93,-168.954,0,-0,-65.5666,0,0,8.57686,1.09997,-0.025712,-0.0553791,174.003,864.038
0.008,0.528346,-0.876156,0.34348,-0.34374,1.26043,-0.833841,-1.62029,1.39166,-50.2796,-157.6,-134.749,0,0,49.6724,41.9252,255.357,-187.524,0,-0,-69.1269,0,0,8.54315,1.09994,-0.0280593,-0.0592883,144.712,864.127
0.0085,0.528995,-0.876584,0.342644,-0.343028,1.33532,-0.875634,-1.72118,1.4572,-52.1479,-155.576,-140.953,0,0,49.5678,45.6624,267.774,-205.397,0,-0,-72.2303,0,0,8.50776,1.09991,-0.0303639,-0.0633791,115.96,864.217
0.009,0.529681,-0.877032,0.34176,-0.342284,1.40641,-0.915929,-1.81359,1.51411,-53.9151,-153.42,-146.867,0,0,49.459,49.3824,278.241,-222.373,0,-0,-74.8866,0,0,8.47094,1.09988,-0.032624,-0.0676476,87.7957,864.307
0.0095,0.530401,-0.877499,0.340832,-0.341515,1.47373,-0.954788,-1.8976,1.56254,-55.5871,-151.139,-152.491,0,0,49.3466,53.0739,286.802,-238.274,0,-0,-77.1064,0,0,8.43289,1.09984,-0.0348384,-0.0720905,60.201,864.397
0.01,0.531154,-0.877986,0.339864,-0.340723,1.5374,-0.992281,-1.97334,1.6027,-57.1692,-148.871,-157.828,0,0,49.2313,56.7279,293.774,-252.95,0,-0,-78.9028,0,0,8.39384,1.09981,-0.0370063,-0.076703,33.6481,864.486
0.0105,0.531938,-0.878491,0.33886,-0.339913,1.59757,-1.02849,-2.04118,1.63494,-58.6665,-146.734,-162.881,0,0,49.1135,60.3378,299.51,-266.302,0,-0,-80.2977,0,0,8.354,1.09977,-0.0391296,-0.0814769,8.54115,864.573
0.011,0.532751,-0.879014,0.337824,-0.33909,1.65444,-1.06349,-2.1015,1.65968,-60.0834,-144.72,-167.658,0,0,48.9938,63.8982,304.129,-278.258,0,-0,-81.3139,0,0,8.31354,1.09973,-0.0412105,-0.0864033,-15.193,864.66
0.0115,0.533591,-0.879555,0.33676,-0.338255,1.70819,-1.09738,-2.1547,1.67729,-61.4242,-142.821,-172.163,0,0,48.8728,67.4055,307.735,-288.768,0,-0,-81.9741,0,0,8.27267,1.09968,-0.0432512,-0.0914741,-37.6235,864.744
0.012,0.534458,-0.880112,0.335671,-0.337413,1.75901,-1.13023,-2.20114,1.68817,-62.6929,-141.028,-176.404,0,0,48.7509,70.8571,310.422,-297.799,0,-0,-82.2997,0,0,8.23156,1.09963,-0.0452538,-0.096681,-58.8163,864.828
0.0125,0.53535,-0.880685,0.33456,-0.336568,1.80707,-1.16213,-2.24116,1.69266,-63.893,-139.336,-180.388,0,0,48.6287,74.2517,312.275,-305.334,0,-0,-82.3116,0,0,8.19036,1.09958,-0.0472204,-0.102017,-78.8341,864.91
0.013,0.536265,-0.881274,0.33343,-0.335722,1.85254,-1.19316,-2.27511,1.69112,-65.028,-137.737,-184.122,0,0,48.5065,77.5886,313.367,-311.372,0,-0,-82.03,0,0,8.14922,1.09953,-0.0491528,-0.107474,-97.7361,864.992
0.0135,0.537202,-0.881878,0.332286,-0.334878,1.89558,-1.2234,-2.30332,1.68388,-66.1011,-136.225,-187.615,0,0,48.3847,80.8682,313.769,-315.921,0,-0,-81.474,0,0,8.1083,1.09948,-0.0510528,-0.113046,-115.579,865.072
0.014,0.53816,-0.882497,0.331128,-0.334039,1.93636,-1.25294,-2.32608,1.67128,-67.1151,-134.793,-190.874,0,0,48.2638,84.0911,313.54,-319.004,0,-0,-80.6621,0,0,8.06772,1.09942,-0.052922,-0.118727,-132.416,865.152
0.0145,0.539138,-0.883131,0.32996,-0.333207,1.97502,-1.28184,-2.34371,1.65362,-68.0729,-133.438,-193.908,0,0,48.1441,87.2586,312.739,-320.649,0,-0,-79.6118,0,0,8.02761,1.09936,-0.0547622,-0.124509,-148.295,865.231
0.015,0.540135,-0.883779,0.328785,-0.332386,2.01172,-1.31018,-2.35649,1.63121,-68.9769,-132.159,-196.724,0,0,48.0259,90.3725,311.43,-320.898,0,-0,-78.3402,0,0,7.98808,1.09929,-0.0565748,-0.130388,-163.242,865.311
0.0155,0.54115,-0.884441,0.327605,-0.331577,2.04658,-1.33804,-2.3647,1.60434,-69.8296,-130.952,-199.331,0,0,47.9097,93.4345,309.661,-319.795,0,-0,-76.8634,0,0,7.94924,1.09923,-0.0583614,-0.136358,-177.301,865.391
0.016,0.542181,-0.885117,0.326421,-0.330782,2.07976,-1.36546,-2.36862,1.57331,-70.6333,-129.812,-201.738,0,0,47.7956,96.4469,307.474,-317.395,0,-0,-75.1971,0,0,7.91119,1.09916,-0.0601235,-0.142413,-190.518,865.471
0.0165,0.543229,-0.885806,0.325237,-0.330004,2.11137,-1.39252,-2.36851,1.53837,-71.39,-128.734,-203.951,0,0,47.684,99.4119,304.907,-313.753,0,-0,-73.3558,0,0,7.87402,1.09909,-0.0618624,-0.148548,-202.934,865.553
0.017,0.544292,-0.886509,0.324053,-0.329244,2.14154,-1.41927,-2.36461,1.49981,-72.1019,-127.714,-205.98,0,0,47.5751,102.332,301.994,-308.931,0,-0,-71.3535,0,0,7.8378,1.09901,-0.0635795,-0.154758,-214.59,865.635
0.0175,0.54537,-0.887225,0.322873,-0.328505,2.17038,-1.44576,-2.35718,1.45785,-72.7707,-126.748,-207.833,0,0,47.4693,105.209,298.767,-302.99,0,-0,-69.2033,0,0,7.80263,1.09893,-0.0652759,-0.161038,-225.525,865.719
0.018,0.546462,-0.887955,0.321697,-0.327787,2.19801,-1.47204,-2.34643,1.41276,-73.3984,-125.831,-209.517,0,0,47.3666,108.046,295.254,-295.997,0,-0,-66.9175,0,0,7.76857,1.09885,-0.0669529,-0.167385,-235.776,865.806
0.0185,0.547568,-0.888697,0.320527,-0.327093,2.22452,-1.49817,-2.33258,1.36474,-73.9865,-124.961,-211.041,0,0,47.2674,110.844,291.482,-288.016,0,-0,-64.5078,0,0,7.73569,1.09876,-0.0686114,-0.173794,-245.377,865.894
0.019,0.548687,-0.889453,0.319365,-0.326423,2.25001,-1.52417,-2.31586,1.31403,-74.5368,-124.133,-212.411,0,0,47.1718,113.606,287.474,-279.114,0,-0,-61.9851,0,0,7.70404,1.09867,-0.0702525,-0.180261,-254.362,865.984
0.0195,0.549818,-0.890221,0.318211,-0.325779,2.27458,-1.55009,-2.29644,1.26083,-75.0507,-123.345,-213.635,0,0,47.08,116.335,283.254,-269.356,0,-0,-59.3597,0,0,7.67368,1.09858,-0.0718772,-0.186782,-262.762,866.078
0.02,0.550961,-0.891003,0.317069,-0.325162,2.2983,-1.57595,-2.27454,1.20533,-75.5298,-122.592,-214.72,0,0,46.9922,119.031,278.841,-258.809,0,-0,-56.6412,0,0,7.64466,1.09849,-0.0734863,-0.193354,-270.608,866.174
0.0205,0.552116,-0.891797,0.315937,-0.324574,2.32126,-1.6018,-2.25032,1.14774,-75.9756,-121.874,-215.674,0,0,46.9085,121.698,274.255,-247.537,0,-0,-53.8386,0,0,7.61702,1.09839,-0.0750807,-0.199974,-277.929,866.274
0.021,0.553282,-0.892605,0.314819,-0.324015,2.34353,-1.62766,-2.22397,1.08822,-76.3893,-121.186,-216.503,0,0,46.8291,124.335,269.513,-235.603,0,-0,-50.9603,0,0,7.5908,1.09829,-0.0766611,-0.206637,-284.752,866.376
0.0215,0.55446,-0.893425,0.313714,-0.323486,2.36518,-1.65354,-2.19564,1.02695,-76.7722,-120.526,-217.214,0,0,46.7541,126.946,264.632,-223.068,0,-0,-48.0142,0,0,7.56604,1.09818,-0.0782284,-0.213342,-291.104,866.483
0.022,0.555648,-0.894258,0.312623,-0.322988,2.38628,-1.67948,-2.1655,0.964094,-77.1257,-119.892,-217.813,0,0,46.6837,129.531,259.628,-209.992,0,-0,-45.0074,0,0,7.54277,1.09807,-0.079783,-0.220085,-297.01,866.593
0.0225,0.556846,-0.895105,0.311548,-0.322522,2.40688,-1.70548,-2.1337,0.899804,-77.451,-119.282,-218.307,0,0,46.6178,132.091,254.513,-196.433,0,-0,-41.9469,0,0,7.52102,1.09796,-0.0813258,-0.226864,-302.493,866.707
0.023,0.558054,-0.895964,0.31049,-0.322089,2.42704,-1.73157,-2.10039,0.834226,-77.7491,-118.694,-218.7,0,0,46.5567,134.628,249.303,-182.445,0,-0,-38.8388,0,0,7.50082,1.09785,-0.0828572,-0.233675,-307.577,866.825
0.0235,0.559273,-0.896836,0.309448,-0.321688,2.44681,-1.75776,-2.06568,0.7675,-78.0214,-118.125,-219,0,0,46.5003,137.143,244.009,-168.082,0,-0,-35.689,0,0,7.48217,1.09773,-0.0843779,-0.240517,-312.283,866.947
0.024,0.560501,-0.897722,0.308424,-0.321321,2.46625,-1.78405,-2.02972,0.699756,-78.2687,-117.574,-219.211,0,0,46.4489,139.636,238.643,-153.394,0,-0,-32.5029,0,0,7.46512,1.09761,-0.0858883,-0.247388,-316.632,867.074
0.0245,0.561739,-0.89862,0.307419,-0.320989,2.48538,-1.81046,-1.99264,0.631118,-78.4923,-117.04,-219.339,0,0,46.4024,142.107,233.217,-138.429,0,-0,-29.2854,0,0,7.44967,1.09748,-0.0873888,-0.254284,-320.644,867.205
0.025,0.562986,-0.899532,0.306432,-0.32069,2.50426,-1.83699,-1.95453,0.561704,-78.6931,-116.52,-219.39,0,0,46.3609,144.559,227.741,-123.232,0,-0,-26.0411,0,0,7.43583,1.09735,-0.08888,-0.261205,-324.337,867.34
0.0255,0.564243,-0.900457,0.305464,-0.320427,2.52292,-1.86365,-1.91552,0.491623,-78.872,-116.013,-219.367,0,0,46.3244,146.99,222.225,-107.846,0,-0,-22.7741,0,0,7.42362,1.09722,-0.0903622,-0.268148,-327.731,867.48
0.026,0.565509,-0.901396,0.304516,-0.320199,2.54139,-1.89043,-1.8757,0.42098,-79.0302,-115.518,-219.275,0,0,46.2931,149.401,216.678,-92.3105,0,-0,-19.4885,0,0,7.41305,1.09708,-0.0918357,-0.275111,-330.842,867.624
0.0265,0.566785,-0.902348,0.303589,-0.320006,2.55971,-1.91734,-1.83519,0.349873,-79.1683,-115.034,-219.12,0,0,46.2668,151.793,211.108,-76.6642,0,-0,-16.1875,0,0,7.40413,1.09695,-0.093301,-0.282093,-333.686,867.773
0.027,0.568069,-0.903313,0.302681,-0.319849,2.5779,-1.94438,-1.79406,0.278394,-79.2875,-114.559,-218.905,0,0,46.2458,154.165,205.525,-60.9418,0,-0,-12.8745,0,0,7.39686,1.0968,-0.0947583,-0.289091,-336.279,867.927
0.0275,0.569362,-0.904292,0.301795,-0.319728,2.59599,-1.97154,-1.75241,0.206629,-79.3885,-114.092,-218.634,0,0,46.2299,156.518,199.935,-45.1762,0,-0,-9.55245,0,0,7.39126,1.09666,-0.0962079,-0.296106,-338.636,868.085
0.028,0.570665,-0.905285,0.300929,-0.319642,2.61399,-1.99883,-1.71031,0.13466,-79.4721,-113.633,-218.312,0,0,46.2192,158.851,194.347,-29.3979,0,-0,-6.22389,0,0,7.38731,1.09651,-0.09765,-0.303134,-340.771,868.248
0.0285,0.571976,-0.906291,0.300085,-0.319593,2.63194,-2.02624,-1.66786,0.0625628,-79.5393,-113.179,-217.942,0,0,46.2138,161.165,188.767,-13.6351,0,-0,-2.89126,0,0,7.38503,1.09635,-0.0990849,-0.310175,-342.698,868.415
0.029,0.573297,-0.907311,0.299261,-0.31958,2.64984,-2.05376,-1.62511,-0.00959163,-79.5906,-112.732,-217.527,0,0,46.2135,163.46,183.202,2.08644,0,-0,0.443263,0,0,7.38442,1.0962,-0.100513,-0.317227,-344.429,868.587
0.0295,0.574626,-0.908345,0.298459,-0.319603,2.66773,-2.08138,-1.58214,-0.0817367,-79.627,-112.289,-217.071,0,0,46.2185,165.734,177.657,17.7427,0,-0,3.77774,0,0,7.38548,1.09604,-0.101934,-0.324289,-345.977,868.763
0.03,0.575965,-0.909392,0.297679,-0.319662,2.6856,-2.10911,-1.53901,-0.15381,-79.6491,-111.85,-216.578,0,0,46.2287,167.989,172.139,33.3119,0,-0,7.11044,0,0,7.3882,1.09587,-0.103348,-0.331361,-347.353,868.944
0.0305,0.577312,-0.910454,0.29692,-0.319757,2.70347,-2.13694,-1.49579,-0.225754,-79.6576,-111.414,-216.049,0,0,46.2441,170.223,166.653,48.7741,0,-0,10.4398,0,0,7.39258,1.0957,-0.104756,-0.338441,-348.568,869.129
0.031,0.578668,-0.911529,0.296183,-0.319887,2.72135,-2.16485,-1.45253,-0.297515,-79.6532,-110.981,-215.489,0,0,46.2646,172.437,161.203,64.1112,0,-0,13.7644,0,0,7.39864,1.09553,-0.106158,-0.345528,-349.633,869.319
0.0315,0.580033,-0.912619,0.295468,-0.320054,2.73926,-2.19284,-1.40927,-0.369043,-79.6366,-110.551,-214.899,0,0,46.2904,174.631,155.796,79.307,0,-0,17.0831,0,0,7.40635,1.09536,-0.107553,-0.352621,-350.558,869.513
0.032,0.581407,-0.913722,0.294774,-0.320256,2.75721,-2.22091,-1.36608,-0.440291,-79.6084,-110.121,-214.283,0,0,46.3213,176.803,150.434,94.3468,0,-0,20.3949,0,0,7.41571,1.09518,-0.108943,-0.359719,-351.351,869.712
0.0325,0.58279,-0.91484,0.294102,-0.320494,2.77519,-2.24903,-1.32299,-0.511216,-79.5693,-109.693,-213.642,0,0,46.3574,178.954,145.123,109.217,0,-0,23.6986,0,0,7.42673,1.095,-0.110326,-0.366822,-352.022,869.915
0.033,0.584183,-0.915971,0.293451,-0.320767,2.79321,-2.27721,-1.28005,-0.581779,-79.5197,-109.266,-212.98,0,0,46.3985,181.083,139.866,123.907,0,-0,26.9937,0,0,7.4394,1.09481,-0.111703,-0.373929,-352.579,870.121
0.0335,0.585584,-0.917117,0.292822,-0.321076,2.81129,-2.30543,-1.2373,-0.651943,-79.4602,-108.838,-212.298,0,0,46.4448,183.19,134.666,138.406,0,-0,30.2794,0,0,7.45372,1.09463,-0.113074,-0.381039,-353.031,870.332
0.034,0.586994,-0.918277,0.292214,-0.321419,2.82942,-2.33369,-1.19478,-0.721675,-79.3915,-108.411,-211.598,0,0,46.4961,185.275,129.527,152.705,0,-0,33.555,0,0,7.46967,1.09443,-0.11444,-0.388152,-353.384,870.547
0.0345,0.588413,-0.919451,0.291627,-0.321798,2.84761,-2.36198,-1.15251,-0.790942,-79.314,-107.984,-210.882,0,0,46.5524,187.338,124.453,166.795,0,-0,36.8202,0,0,7.48726,1.09424,-0.1158,-0.395266,-353.646,870.766
0.035,0.589841,-0.920639,0.291061,-0.32221,2.86585,-2.39028,-1.11053,-0.859717,-79.2283,-107.556,-210.152,0,0,46.6137,189.378,119.444,180.671,0,-0,40.0746,0,0,7.50648,1.09404,-0.117153,-0.402382,-353.824,870.989
0.0355,0.591279,-0.921841,0.290516,-0.322657,2.88416,-2.4186,-1.06888,-0.927975,-79.1347,-107.127,-209.41,0,0,46.6799,191.395,114.505,194.327,0,-0,43.3178,0,0,7.52732,1.09383,-0.118502,-0.409499,-353.923,871.216
0.036,0.592726,-0.923057,0.289992,-0.323138,2.90253,-2.44691,-1.02756,-0.99569,-79.0339,-106.697,-208.658,0,0,46.7511,193.389,109.638,207.758,0,-0,46.5496,0,0,7.54977,1.09363,-0.119844,-0.416616,-353.951,871.446
0.0365,0.594182,-0.924288,0.289489,-0.323653,2.92096,-2.47521,-0.986618,-1.06284,-78.9261,-106.266,-207.896,0,0,46.8271,195.359,104.844,220.961,0,-0,49.7699,0,0,7.57384,1.09342,-0.121181,-0.423733,-353.912,871.68
0.037,0.595647,-0.925532,0.289006,-0.324201,2.93946,-2.50349,-0.946065,-1.12941,-78.812,-105.833,-207.126,0,0,46.908,197.305,100.125,233.931,0,-0,52.9784,0,0,7.59951,1.0932,-0.122512,-0.430849,-353.812,871.917
0.0375,0.597121,-0.926791,0.288543,-0.324782,2.95802,-2.53175,-0.905923,-1.19538,-78.6917,-105.399,-206.35,0,0,46.9936,199.228,95.4834,246.668,0,-0,56.1753,0,0,7.62679,1.09299,-0.123838,-0.437965,-353.655,872.158
0.038,0.598605,-0.928064,0.2881,-0.325396,2.97663,-2.55997,-0.866211,-1.26074,-78.5659,-104.963,-205.569,0,0,47.084,201.127,90.9203,259.169,0,-0,59.3605,0,0,7.65565,1.09277,-0.125158,-0.44508,-353.448,872.403
0.0385,0.600098,-0.929351,0.287676,-0.326043,2.99531,-2.58815,-0.826946,-1.32546,-78.4348,-104.526,-204.784,0,0,47.1791,203.001,86.437,271.433,0,-0,62.534,0,0,7.68611,1.09254,-0.126472,-0.452193,-353.193,872.65
0.039,0.6016,-0.930652,0.287273,-0.326721,3.01404,-2.61628,-0.788141,-1.38954,-78.2988,-104.086,-203.996,0,0,47.2788,204.852,82.0347,283.461,0,-0,65.6959,0,0,7.71814,1.09231,-0.12778,-0.459304,-352.896,872.901
0.0395,0.603112,-0.931967,0.286888,-0.327432,3.03283,-2.64435,-0.749812,-1.45297,-78.1582,-103.645,-203.206,0,0,47.3832,206.678,77.7142,295.252,0,-0,68.8463,0,0,7.75176,1.09208,-0.129083,-0.466414,-352.56,873.155
0.04,0.604633,-0.933297,0.286523,-0.328174,3.05168,-2.67235,-0.711969,-1.51573,-78.0134,-103.202,-202.415,0,0,47.4921,208.479,73.4764,306.808,0,-0,71.9853,0,0,7.78694,1.09185,-0.13038,-0.473521,-352.188,873.412
0.0405,0.606163,-0.93464,0.286176,-0.328948,3.07057,-2.70028,-0.674623,-1.57783,-77.8646,-102.756,-201.624,0,0,47.6055,210.256,69.3218,318.128,0,-0,75.1133,0,0,7.82369,1.09161,-0.131672,-0.480626,-351.785,873.672
0.041,0.607703,-0.935997,0.285848,-0.329752,3.08951,-2.72813,-0.637783,-1.63924,-77.7123,-102.309,-200.834,0,0,47.7233,212.009,65.2511,329.216,0,-0,78.2302,0,0,7.86199,1.09137,-0.132958,-0.487728,-351.353,873.934
0.0415,0.609253,-0.937368,0.285538,-0.330587,3.1085,-2.75589,-0.601458,-1.69998,-77.5566,-101.86,-200.045,0,0,47.8456,213.737,61.2645,340.072,0,-0,81.3364,0,0,7.90185,1.09112,-0.134238,-0.494828,-350.896,874.2
0.042,0.610812,-0.938753,0.285246,-0.331452,3.12752,-2.78355,-0.565654,-1.76002,-77.3979,-101.409,-199.258,0,0,47.9722,215.441,57.3622,350.698,0,-0,84.432,0,0,7.94326,1.09087,-0.135512,-0.501924,-350.416,874.468
0.0425,0.61238,-0.940151,0.284972,-0.332347,3.14659,-2.81112,-0.530377,-1.81937,-77.2363,-100.955,-198.474,0,0,48.1032,217.12,53.5445,361.097,0,-0,87.5174,0,0,7.98621,1.09062,-0.13678,-0.509018,-349.915,874.739
0.043,0.613958,-0.941564,0.284716,-0.333271,3.1657,-2.83858,-0.495633,-1.87802,-77.0722,-100.5,-197.693,0,0,48.2384,218.775,49.8112,371.273,0,-0,90.5928,0,0,8.03069,1.09036,-0.138042,-0.516108,-349.397,875.012
0.0435,0.615546,-0.94299,0.284477,-0.334225,3.18483,-2.86592,-0.461425,-1.93598,-76.9058,-100.043,-196.917,0,0,48.3778,220.406,46.1623,381.226,0,-0,93.6583,0,0,8.07671,1.0901,-0.139299,-0.523195,-348.864,875.288
0.044,0.617143,-0.94443,0.284254,-0.335207,3.204,-2.89315,-0.427756,-1.99323,-76.7373,-99.584,-196.145,0,0,48.5214,222.013,42.5976,390.962,0,-0,96.7144,0,0,8.12426,1.08984,-0.14055,-0.530278,-348.317,875.566
0.0445,0.61875,-0.945883,0.284049,-0.336218,3.22319,-2.92026,-0.394629,-2.04979,-76.567,-99.123,-195.377,0,0,48.6691,223.596,39.1168,400.482,0,-0,99.7613,0,0,8.17333,1.08957,-0.141794,-0.537359,-347.758,875.847
0.045,0.620367,-0.94735,0.28386,-0.337257,3.24241,-2.94724,-0.362046,-2.10564,-76.3949,-98.6602,-194.615,0,0,48.8208,225.154,35.7195,409.79,0,-0,102.799,0,0,8.22392,1.0893,-0.143033,-0.544435,-347.191,876.13
0.0455,0.621993,-0.94883,0.283687,-0.338323,3.26165,-2.97409,-0.330007,-2.1608,-76.2213,-98.1956,-193.859,0,0,48.9766,226.689,32.4052,418.889,0,-0,105.828,0,0,8.27602,1.08903,-0.144266,-0.551508,-346.615,876.415
0.046,0.623628,-0.950324,0.28353,-0.339417,3.2809,-3.0008,-0.298513,-2.21525,-76.0465,-97.7293,-193.109,0,0,49.1363,228.201,29.1735,427.784,0,-0,108.849,0,0,8.32963,1.08875,-0.145493,-0.558578,-346.033,876.702
0.0465,0.625273,-0.951831,0.283388,-0.340538,3.30017,-3.02738,-0.267564,-2.26901,-75.8705,-97.2613,-192.365,0,0,49.2999,229.689,26.0236,436.477,0,-0,111.862,0,0,8.38475,1.08847,-0.146713,-0.565644,-345.446,876.991
0.047,0.626928,-0.953351,0.283262,-0.341686,3.31944,-3.05381,-0.237158,-2.32207,-75.6939,-96.7918,-191.627,0,0,49.4674,231.155,22.9549,444.973,0,-0,114.867,0,0,8.44136,1.08819,-0.147928,-0.572706,-344.859,877.282
0.0475,0.628593,-0.954885,0.283151,-0.34286,3.33873,-3.08009,-0.207295,-2.37444,-75.5168,-96.3207,-190.897,0,0,49.6387,232.599,19.9667,453.275,0,-0,117.864,0,0,8.49948,1.0879,-0.149136,-0.579764,-344.271,877.575
0.048,0.630267,-0.956432,0.283055,-0.344061,3.35802,-3.10623,-0.177972,-2.42613,-75.3393,-95.8481,-190.174,0,0,49.8137,234.021,17.0583,461.386,0,-0,120.854,0,0,8.55909,1.08761,-0.150339,-0.586819,-343.685,877.87
0.0485,0.631951,-0.957991,0.282973,-0.345286,3.37731,-3.13221,-0.149188,-2.47712,-75.1616,-95.3741,-189.459,0,0,49.9925,235.422,14.2287,469.311,0,-0,123.837,0,0,8.62018,1.08731,-0.151535,-0.59387,-343.102,878.167
0.049,0.633644,-0.959564,0.282905,-0.346538,3.3966,-3.15803,-0.12094,-2.52743,-74.9838,-94.8989,-188.751,0,0,50.1749,236.801,11.477,477.054,0,-0,126.813,0,0,8.68277,1.08701,-0.152725,-0.600918,-342.521,878.465
0.0495,0.635347,-0.961149,0.282852,-0.347814,3.41589,-3.1837,-0.0932246,-2.57706,-74.806,-94.4223,-188.05,0,0,50.3609,238.16,8.80248,484.617,0,-0,129.783,0,0,8.74684,1.08671,-0.153908,-0.607961,-341.944,878.765
0.05,0.63706,-0.962747,0.282812,-0.349115,3.43517,-3.20921,-0.0660392,-2.62602,-74.6282,-93.9447,-187.358,0,0,50.5505,239.498,6.20403,492.005,0,-0,132.746,0,0,8.81238,1.0864,-0.155085,-0.615002,-341.372,879.067
0.0505,0.638783,-0.964358,0.282786,-0.35044,3.45444,-3.23456,-0.03938,-2.6743,-74.4507,-93.4659,-186.674,0,0,50.7436,240.815,3.68069,499.222,0,-0,135.704,0,0,8.87941,1.08609,-0.156257,-0.622038,-340.805,879.37
0.051,0.640515,-0.965982,0.282772,-0.351789,3.4737,-3.25974,-0.0132433,-2.72192,-74.2735,-92.9861,-185.997,0,0,50.9401,242.112,1.23144,506.27,0,-0,138.655,0,0,8.94791,1.08578,-0.157421,-0.629072,-340.243,879.675
