t,ang,vel,E,tou,act,fac,opt,power,coord,spT,spP
0,-0.872665,0,5.26165e-08,0,0,1,118.892,0,q1,104.929,0
0.0005,-0.872664,0.000624839,4.97066e-08,2.70221e-07,2.27297e-09,0.99994,118.892,1.68845e-10,q1,104.929,-0.0655639
0.001,-0.872664,0.00152477,4.67966e-08,5.13017e-07,4.31563e-09,0.999855,118.891,7.82234e-10,q1,104.929,-0.159993
0.0015,-0.872663,0.00284938,4.38867e-08,7.2958e-07,6.13822e-09,0.999728,118.891,2.07885e-09,q1,104.929,-0.298983
0.002,-0.872661,0.0047444,4.09768e-08,9.21041e-07,7.7505e-09,0.999547,118.89,4.36978e-09,q1,104.929,-0.497823
0.0025,-0.872658,0.00734521,3.80668e-08,1.08848e-06,9.16183e-09,0.999299,118.889,7.99509e-09,q1,104.928,-0.77072
0.003,-0.872654,0.0107713,3.51569e-08,1.23291e-06,1.03811e-08,0.998973,118.887,1.32801e-08,q1,104.927,-1.13021
0.0035,-0.872647,0.0151219,3.22469e-08,1.35534e-06,1.1417e-08,0.998558,118.884,2.04953e-08,q1,104.926,-1.58668
0.004,-0.872638,0.0204722,2.9337e-08,1.4567e-06,1.22774e-08,0.998047,118.881,2.98219e-08,q1,104.925,-2.14805
0.0045,-0.872626,0.0268712,2.64271e-08,1.53791e-06,1.29704e-08,0.997437,118.876,4.13256e-08,q1,104.923,-2.81941
0.005,-0.872611,0.0343291,2.35171e-08,1.59987e-06,1.35032e-08,0.996725,118.87,5.4922e-08,q1,104.921,-3.60184
0.0055,-0.872592,0.0428201,2.1824e-08,1.64477e-06,1.38943e-08,0.995915,118.862,7.0429e-08,q1,104.918,-4.49261
0.006,-0.872568,0.0523017,2.18733e-08,1.68494e-06,1.42478e-08,0.995011,118.853,8.81254e-08,q1,104.915,-5.48724
0.0065,-0.872539,0.0627201,2.19227e-08,1.72325e-06,1.45878e-08,0.994017,118.841,1.08083e-07,q1,104.911,-6.58003
0.007,-0.872505,0.0740148,2.19721e-08,1.75978e-06,1.49148e-08,0.99294,118.827,1.30249e-07,q1,104.906,-7.76462
0.0075,-0.872465,0.0861209,2.20214e-08,1.79457e-06,1.52295e-08,0.991785,118.811,1.5455e-07,q1,104.901,-9.03415
0.008,-0.872419,0.0989701,2.20708e-08,1.82772e-06,1.55324e-08,0.990559,118.793,1.8089e-07,q1,104.895,-10.3814
0.0085,-0.872366,0.112492,2.21202e-08,1.85928e-06,1.58241e-08,0.98927,118.771,2.09154e-07,q1,104.888,-11.799
0.009,-0.872307,0.126615,2.21695e-08,1.88932e-06,1.6105e-08,0.987923,118.747,2.39218e-07,q1,104.88,-13.2794
0.0095,-0.87224,0.141269,2.22189e-08,1.91792e-06,1.63756e-08,0.986525,118.72,2.70942e-07,q1,104.871,-14.815
0.01,-0.872165,0.156382,2.22682e-08,1.94512e-06,1.66363e-08,0.985084,118.69,3.04181e-07,q1,104.861,-16.3984
0.0105,-0.872083,0.171884,2.23176e-08,1.971e-06,1.68877e-08,0.983605,118.657,3.38783e-07,q1,104.85,-18.0221
0.011,-0.871993,0.187709,2.237e-08,1.99562e-06,1.71302e-08,0.982096,118.621,3.74595e-07,q1,104.839,-19.6792
0.0115,-0.871895,0.203791,2.2423e-08,2.01905e-06,1.73642e-08,0.980562,118.582,4.11464e-07,q1,104.826,-21.3626
0.012,-0.871789,0.220067,2.2476e-08,2.04136e-06,1.75902e-08,0.979011,118.539,4.49235e-07,q1,104.813,-23.0658
0.0125,-0.871675,0.236478,2.25291e-08,2.06259e-06,1.78085e-08,0.977446,118.493,4.87756e-07,q1,104.798,-24.7824
0.013,-0.871553,0.252967,2.25821e-08,2.0828e-06,1.80194e-08,0.975874,118.444,5.2688e-07,q1,104.782,-26.5065
0.0135,-0.871422,0.269482,2.26351e-08,2.10204e-06,1.82234e-08,0.974299,118.391,5.66462e-07,q1,104.766,-28.2325
0.014,-0.871283,0.285973,2.26882e-08,2.12036e-06,1.84206e-08,0.972727,118.336,6.06366e-07,q1,104.748,-29.9552
0.0145,-0.871136,0.302394,2.27412e-08,2.13781e-06,1.86114e-08,0.971162,118.276,6.4646e-07,q1,104.73,-31.6696
0.015,-0.870981,0.318702,2.27942e-08,2.15443e-06,1.87961e-08,0.969608,118.214,6.86622e-07,q1,104.71,-33.3713
0.0155,-0.870818,0.334858,2.28473e-08,2.17027e-06,1.8975e-08,0.968068,118.148,7.26734e-07,q1,104.69,-35.0562
0.016,-0.870646,0.350827,2.28519e-08,2.18534e-06,1.9148e-08,0.966546,118.079,7.66679e-07,q1,104.668,-36.7205
0.0165,-0.870467,0.366577,2.26978e-08,2.19897e-06,1.93091e-08,0.965045,118.007,8.06093e-07,q1,104.646,-38.3608
0.017,-0.87028,0.382079,2.25437e-08,2.21093e-06,1.94563e-08,0.963569,117.932,8.4475e-07,q1,104.623,-39.9741
0.0175,-0.870085,0.397308,2.23895e-08,2.2213e-06,1.959e-08,0.962118,117.854,8.8254e-07,q1,104.598,-41.5577
0.018,-0.869882,0.412239,2.22354e-08,2.23017e-06,1.9711e-08,0.960695,117.773,9.19366e-07,q1,104.573,-43.1092
0.0185,-0.869673,0.426855,2.20813e-08,2.23763e-06,1.98197e-08,0.959303,117.689,9.55143e-07,q1,104.547,-44.6266
0.019,-0.869456,0.441138,2.19272e-08,2.24374e-06,1.99167e-08,0.957943,117.602,9.89798e-07,q1,104.52,-46.108
0.0195,-0.869232,0.455074,2.1773e-08,2.24857e-06,2.00026e-08,0.956616,117.512,1.02327e-06,q1,104.493,-47.552
0.02,-0.869001,0.468651,2.16189e-08,2.2522e-06,2.00778e-08,0.955323,117.42,1.0555e-06,q1,104.464,-48.9573
0.0205,-0.868763,0.48186,2.14648e-08,2.2547e-06,2.01429e-08,0.954066,117.324,1.08645e-06,q1,104.435,-50.3231
0.021,-0.868519,0.494693,2.13106e-08,2.25611e-06,2.01982e-08,0.952844,117.227,1.11608e-06,q1,104.405,-51.6484
0.0215,-0.868268,0.507145,2.08881e-08,2.25607e-06,2.02402e-08,0.951659,117.126,1.14415e-06,q1,104.374,-52.9329
0.022,-0.868012,0.519213,2.03175e-08,2.25312e-06,2.02559e-08,0.950511,117.024,1.16985e-06,q1,104.343,-54.1761
0.0225,-0.867749,0.530895,1.9747e-08,2.24833e-06,2.02547e-08,0.949399,116.919,1.19362e-06,q1,104.311,-55.378
0.023,-0.867481,0.542191,1.91765e-08,2.24308e-06,2.02489e-08,0.948324,116.812,1.21618e-06,q1,104.278,-56.5384
0.0235,-0.867207,0.553101,1.8606e-08,2.23743e-06,2.02389e-08,0.947286,116.702,1.23752e-06,q1,104.244,-57.6577
0.024,-0.866928,0.56363,1.80355e-08,2.23138e-06,2.02249e-08,0.946285,116.591,1.25767e-06,q1,104.21,-58.736
0.0245,-0.866644,0.57378,1.74649e-08,2.22493e-06,2.02067e-08,0.945319,116.478,1.27662e-06,q1,104.175,-59.7738
0.025,-0.866354,0.583557,1.68944e-08,2.21811e-06,2.01846e-08,0.944389,116.362,1.29439e-06,q1,104.14,-60.7717
0.0255,-0.86606,0.592965,1.63239e-08,2.2109e-06,2.01584e-08,0.943494,116.245,1.31099e-06,q1,104.104,-61.7303
0.026,-0.865761,0.602013,1.57534e-08,2.20332e-06,2.01282e-08,0.942634,116.126,1.32643e-06,q1,104.068,-62.6503
0.0265,-0.865458,0.610707,1.52651e-08,2.19537e-06,2.00941e-08,0.941807,116.005,1.34073e-06,q1,104.031,-63.5324
0.027,-0.865151,0.619054,1.61679e-08,2.18771e-06,2.0062e-08,0.941014,115.883,1.35431e-06,q1,103.994,-64.3777
0.0275,-0.864839,0.627065,1.70707e-08,2.18086e-06,2.00368e-08,0.940252,115.759,1.36754e-06,q1,103.956,-65.187
0.028,-0.864524,0.634746,1.79735e-08,2.17481e-06,2.00184e-08,0.939522,115.634,1.38045e-06,q1,103.917,-65.9612
0.0285,-0.864204,0.642109,1.88763e-08,2.16954e-06,2.00067e-08,0.938822,115.507,1.39308e-06,q1,103.879,-66.7015
0.029,-0.863882,0.649162,1.9779e-08,2.16505e-06,2.00017e-08,0.938152,115.379,1.40547e-06,q1,103.84,-67.4087
0.0295,-0.863555,0.655916,2.06818e-08,2.16237e-06,2.00131e-08,0.93751,115.25,1.41833e-06,q1,103.8,-68.084
0.03,-0.863226,0.66238,2.15846e-08,2.16389e-06,2.0063e-08,0.936896,115.119,1.43332e-06,q1,103.76,-68.7285
0.0305,-0.862893,0.668564,2.24874e-08,2.16951e-06,2.01508e-08,0.936308,114.987,1.45046e-06,q1,103.72,-69.3433
0.031,-0.862557,0.674479,2.33902e-08,2.17904e-06,2.02749e-08,0.935746,114.855,1.46971e-06,q1,103.679,-69.9294
0.0315,-0.862218,0.680136,2.4293e-08,2.19227e-06,2.04335e-08,0.935209,114.721,1.49104e-06,q1,103.638,-70.4879
0.032,-0.861877,0.685543,2.46538e-08,2.20841e-06,2.06195e-08,0.934695,114.586,1.51396e-06,q1,103.597,-71.0201
0.0325,-0.861533,0.690713,2.43962e-08,2.22318e-06,2.0793e-08,0.934204,114.45,1.53558e-06,q1,103.555,-71.5268
0.033,-0.861186,0.695654,2.41386e-08,2.23588e-06,2.09474e-08,0.933735,114.313,1.5554e-06,q1,103.513,-72.0093
0.0335,-0.860837,0.700376,2.3881e-08,2.24661e-06,2.10834e-08,0.933286,114.175,1.57347e-06,q1,103.471,-72.4686
0.034,-0.860486,0.70489,2.36234e-08,2.25547e-06,2.1202e-08,0.932857,114.037,1.58986e-06,q1,103.429,-72.9057
