time,/ap
0,5.26165e-08
0.00264721,3.72101e-08
0.00529442,2.18037e-08
0.00794162,2.2065e-08
0.0105888,2.23264e-08
0.013236,2.26071e-08
0.0158832,2.28879e-08
0.0185305,2.20719e-08
0.0211777,2.12559e-08
0.0238249,1.82353e-08
0.0264721,1.52147e-08
0.0291193,1.99944e-08
0.0317665,2.47741e-08
0.0344137,2.34103e-08
0.0370609,2.20465e-08
0.0397081,2.41284e-08
0.0423553,2.62104e-08
0.0450025,2.67421e-08
0.0476497,2.72738e-08
0.0502969,2.69033e-08
0.0529442,2.65329e-08
0.0555914,2.33862e-08
0.0582386,2.02394e-08
0.0608858,2.12664e-08
0.063533,2.22934e-08
0.0661802,2.28105e-08
0.0688274,2.33275e-08
0.0714746,2.42946e-08
0.0741218,2.52616e-08
0.076769,2.57008e-08
0.0794162,2.614e-08
0.0820634,2.25273e-08
0.0847106,1.89146e-08
0.0873578,2.1908e-08
0.0900051,2.49013e-08
0.0926523,2.42462e-08
0.0952995,2.35911e-08
0.0979467,1.68661e-08
0.100594,1.0141e-08
0.103241,1.58917e-08
0.105888,2.16424e-08
0.108536,2.08609e-08
0.111183,2.00794e-08
0.11383,1.10772e-08
0.116477,2.07514e-09
0.119124,1.04452e-08
0.121772,1.88154e-08
0.124419,1.72387e-08
0.127066,1.5662e-08
0.129713,1.55719e-08
0.13236,1.54817e-08
0.135008,1.16597e-08
0.137655,7.83776e-09
0.140302,9.477e-09
0.142949,1.11162e-08
0.145596,1.0636e-08
0.148244,1.01558e-08
0.150891,1.0078e-08
0.153538,1.00003e-08
0.156185,4.45892e-09
0.158832,0
0.16148,2.84253e-09
0.164127,6.76751e-09
0.166774,6.12628e-09
0.169421,5.48505e-09
0.172068,5.1995e-09
0.174716,4.91395e-09
0.177363,4.38969e-09
0.18001,3.86543e-09
0.182657,3.84451e-09
0.185305,3.82358e-09
0.187952,2.6579e-09
0.190599,1.49221e-09
0.193246,1.94462e-09
0.195893,2.39704e-09
0.198541,2.07895e-09
0.201188,1.76085e-09
0.203835,1.80194e-09
0.206482,1.84302e-09
0.209129,1.29938e-09
0.211777,7.55741e-10
0.214424,1.38148e-09
0.217071,2.00722e-09
0.219718,1.81966e-09
0.222365,1.6321e-09
0.225013,1.66168e-09
0.22766,1.69126e-09
0.230307,1.80094e-09
0.232954,1.91062e-09
0.235601,2.06997e-09
0.238249,2.22932e-09
0.240896,2.49955e-09
0.243543,2.76977e-09
0.24619,3.22269e-09
0.248838,3.67561e-09
0.251485,4.39893e-09
0.254132,5.12225e-09
0.256779,6.04847e-09
0.259426,6.97468e-09
0.262074,8.18523e-09
0.264721,9.39577e-09
0.267368,1.11313e-08
0.270015,1.28668e-08
0.272662,1.51567e-08
0.27531,1.74465e-08
0.277957,2.08241e-08
0.280604,2.42016e-08
0.283251,2.92158e-08
0.285898,3.42299e-08
0.288546,4.18861e-08
0.291193,4.95423e-08
0.29384,6.23421e-08
0.296487,7.5142e-08
0.299134,9.74658e-08
0.301782,1.1979e-07
0.304429,1.6713e-07
0.307076,2.14471e-07
0.309723,2.62585e-07
0.31237,3.10699e-07
0.315018,0.192856
0.317665,0.385711
0.320312,0.692855
0.322959,1
0.325607,1
0.328254,1
0.330901,1
0.333548,1
0.336195,1
0.338843,1
0.34149,1
0.344137,1
0.346784,1
0.349431,1
0.352079,1
0.354726,1
0.357373,1
0.36002,1
0.362667,1
0.365315,1
0.367962,1
0.370609,1
0.373256,1
0.375903,1
0.378551,1
0.381198,1
0.383845,1
0.386492,1
0.38914,1
0.391787,1
0.394434,1
0.397081,1
0.399728,1
0.402376,1
0.405023,1
0.40767,1
0.410317,1
0.412964,1
0.415612,1
0.418259,1
0.420906,1
0.423553,1
0.4262,1
0.428848,1
0.431495,1
0.434142,1
0.436789,1
0.439436,1
0.442084,1
0.444731,1
0.447378,1
0.450025,1
0.452672,1
0.45532,1
0.457967,1
0.460614,1
0.463261,1
0.465909,1
0.468556,1
0.471203,1
0.47385,1
0.476497,1
0.479145,1
0.481792,1
0.484439,1
0.487086,1
0.489733,1
0.492381,1
0.495028,1
0.497675,1
0.500322,1
0.502969,1
0.505617,1
0.508264,1
0.510911,1
0.513558,1
0.516205,0.999934
0.518853,0.999869
0.5215,0.623276
0.524147,0.246684
0.526794,0.377431
0.529442,0.508179
time,/kp
0,3.2615e-08
0.00264721,2.2211e-08
0.00529442,1.1807e-08
0.00794162,1.31025e-08
0.0105888,1.4398e-08
0.013236,1.56844e-08
0.0158832,1.69708e-08
0.0185305,1.89939e-08
0.0211777,2.1017e-08
0.0238249,2.33637e-08
0.0264721,2.57103e-08
0.0291193,2.90477e-08
0.0317665,3.23851e-08
0.0344137,3.68504e-08
0.0370609,4.13157e-08
0.0397081,4.80349e-08
0.0423553,5.47541e-08
0.0450025,6.56791e-08
0.0476497,7.66042e-08
0.0502969,9.89666e-08
0.0529442,1.21329e-07
0.0555914,1.49934e-07
0.0582386,1.78539e-07
0.0608858,1.78271e-06
0.063533,3.38688e-06
0.0661802,0.500002
0.0688274,1
0.0714746,1
0.0741218,1
0.076769,1
0.0794162,1
0.0820634,1
0.0847106,1
0.0873578,1
0.0900051,1
0.0926523,1
0.0952995,1
0.0979467,1
0.100594,1
0.103241,1
0.105888,1
0.108536,1
0.111183,1
0.11383,1
0.116477,1
0.119124,1
0.121772,1
0.124419,1
0.127066,1
0.129713,1
0.13236,1
0.135008,1
0.137655,1
0.140302,1
0.142949,1
0.145596,1
0.148244,1
0.150891,1
0.153538,1
0.156185,1
0.158832,1
0.16148,1
0.164127,1
0.166774,1
0.169421,1
0.172068,1
0.174716,1
0.177363,1
0.18001,1
0.182657,1
0.185305,1
0.187952,1
0.190599,1
0.193246,1
0.195893,1
0.198541,1
0.201188,1
0.203835,1
0.206482,1
0.209129,1
0.211777,1
0.214424,1
0.217071,1
0.219718,1
0.222365,1
0.225013,1
0.22766,1
0.230307,1
0.232954,1
0.235601,1
0.238249,1
0.240896,1
0.243543,1
0.24619,1
0.248838,1
0.251485,1
0.254132,1
0.256779,1
0.259426,1
0.262074,1
0.264721,1
0.267368,1
0.270015,1
0.272662,1
0.27531,1
0.277957,1
0.280604,0.999999
0.283251,0.5
0.285898,1.83248e-07
0.288546,1.32131e-07
0.291193,8.10138e-08
0.29384,6.34841e-08
0.296487,4.59545e-08
0.299134,3.77016e-08
0.301782,2.94486e-08
0.304429,2.46479e-08
0.307076,1.98473e-08
0.309723,1.67407e-08
0.31237,1.3634e-08
0.315018,1.14766e-08
0.317665,9.31917e-09
0.320312,7.76296e-09
0.322959,6.20675e-09
0.325607,5.06606e-09
0.328254,3.92537e-09
0.330901,3.06616e-09
0.333548,2.20696e-09
0.336195,1.53243e-09
0.338843,8.57896e-10
0.34149,3.0725e-10
0.344137,0
0.346784,0
0.349431,0
0.352079,0
0.354726,0
0.357373,0
0.36002,0
0.362667,0
0.365315,0
0.367962,0
0.370609,0
0.373256,0
0.375903,0
0.378551,0
0.381198,0
0.383845,0
0.386492,0
0.38914,0
0.391787,0
0.394434,0
0.397081,0
0.399728,0
0.402376,0
0.405023,0
0.40767,0
0.410317,0
0.412964,0
0.415612,0
0.418259,0
0.420906,0
0.423553,0
0.4262,0
0.428848,0
0.431495,0
0.434142,0
0.436789,0
0.439436,0
0.442084,0
0.444731,0
0.447378,0
0.450025,0
0.452672,0
0.45532,0
0.457967,0
0.460614,0
0.463261,0
0.465909,0
0.468556,0
0.471203,0
0.47385,0
0.476497,0
0.479145,0
0.481792,0
0.484439,0
0.487086,0
0.489733,0
0.492381,0
0.495028,0
0.497675,0
0.500322,0
0.502969,0
0.505617,0
0.508264,0
0.510911,0
0.513558,0
0.516205,2.65143e-10
0.518853,2.25029e-09
0.5215,3.83177e-08
0.524147,7.43852e-08
0.526794,0.5
0.529442,1
time,/hp
0,2.04492e-08
0.00264721,1.32153e-08
0.00529442,5.98145e-09
0.00794162,6.12682e-09
0.0105888,6.27219e-09
0.013236,5.50802e-09
0.0158832,4.74385e-09
0.0185305,4.91334e-09
0.0211777,5.08284e-09
0.0238249,4.10405e-09
0.0264721,3.12526e-09
0.0291193,3.2909e-09
0.0317665,3.45654e-09
0.0344137,3.19764e-09
0.0370609,2.93873e-09
0.0397081,2.5702e-09
0.0423553,2.20168e-09
0.0450025,1.9412e-09
0.0476497,1.68072e-09
0.0502969,8.41982e-10
0.0529442,3.24695e-12
0.0555914,7.6519e-10
0.0582386,1.52713e-09
0.0608858,9.89625e-10
0.063533,4.52117e-10
0.0661802,7.1035e-10
0.0688274,9.68583e-10
0.0714746,7.5098e-10
0.0741218,5.33377e-10
0.076769,3.30699e-10
0.0794162,1.28021e-10
0.0820634,2.47671e-10
0.0847106,3.67321e-10
0.0873578,2.56798e-10
0.0900051,1.46275e-10
0.0926523,4.63243e-10
0.0952995,7.80212e-10
0.0979467,1.76871e-09
0.100594,2.75721e-09
0.103241,3.23513e-09
0.105888,3.71305e-09
0.108536,3.76626e-09
0.111183,3.81948e-09
0.11383,3.73862e-09
0.116477,3.65776e-09
0.119124,3.27121e-09
0.121772,2.88466e-09
0.124419,2.61041e-09
0.127066,2.33617e-09
0.129713,2.3853e-09
0.13236,2.43443e-09
0.135008,2.27117e-09
0.137655,2.10791e-09
0.140302,1.95562e-09
0.142949,1.80332e-09
0.145596,2.00547e-09
0.148244,2.20762e-09
0.150891,2.28619e-09
0.153538,2.36476e-09
0.156185,1.91725e-09
0.158832,1.46975e-09
0.16148,1.03067e-09
0.164127,5.91593e-10
0.166774,5.16391e-10
0.169421,4.4119e-10
0.172068,4.86329e-10
0.174716,5.31468e-10
0.177363,6.27119e-10
0.18001,7.22771e-10
0.182657,8.40667e-10
0.185305,9.58563e-10
0.187952,9.8997e-10
0.190599,1.02138e-09
0.193246,1.36876e-09
0.195893,1.71613e-09
0.198541,1.85736e-09
