t,ang,vel,E,tou,act,fac,opt,power,coord,spT,spP
0,-0.872665,0,0.000275568,0,0,1,118.892,0,q1,0,0
0.0005,-0.872675,-0.0411075,0.000257018,0.00141207,1.18301e-05,1.00392,118.896,-5.80465e-05,q1,0,0
0.001,-0.872706,-0.0815158,0.000238469,0.0026735,2.23103e-05,1.00778,118.908,-0.000217933,q1,0,0
0.0015,-0.872756,-0.121233,0.00021992,0.00378963,3.15005e-05,1.01156,118.929,-0.000459428,q1,0,0
0.002,-0.872827,-0.160276,0.00020137,0.00476556,3.9458e-05,1.01529,118.957,-0.000763804,q1,0,0
0.0025,-0.872916,-0.198667,0.000182821,0.00560621,4.62376e-05,1.01895,118.993,-0.00111377,q1,0,0
0.003,-0.873025,-0.236436,0.000164271,0.00631632,5.18917e-05,1.02255,119.037,-0.0014934,q1,0,0
0.0035,-0.873153,-0.273612,0.000145722,0.00690043,5.64702e-05,1.02609,119.088,-0.00188804,q1,0,0
0.004,-0.873299,-0.310228,0.000127173,0.00736292,6.0021e-05,1.02958,119.147,-0.00228418,q1,0,0
0.0045,-0.873463,-0.346318,0.000113287,0.0077115,6.26185e-05,1.03302,119.214,-0.00267063,q1,0,0
0.005,-0.873645,-0.381915,0.000111849,0.00801597,6.48379e-05,1.03642,119.287,-0.00306142,q1,0,0
0.0055,-0.873845,-0.417051,0.000110411,0.00830258,6.68947e-05,1.03976,119.368,-0.0034626,q1,0,0
0.006,-0.874062,-0.451756,0.000108973,0.00857202,6.87963e-05,1.04307,119.455,-0.00387246,q1,0,0
0.0065,-0.874297,-0.486058,0.000107535,0.00882498,7.05494e-05,1.04633,119.55,-0.00428945,q1,0,0
0.007,-0.874548,-0.519982,0.000106098,0.0090621,7.21608e-05,1.04956,119.652,-0.00471213,q1,0,0
0.0075,-0.874816,-0.55355,0.00010466,0.009284,7.36366e-05,1.05276,119.76,-0.00513915,q1,0,0
0.008,-0.875102,-0.58678,0.000103222,0.00949127,7.4983e-05,1.05592,119.876,-0.00556929,q1,0,0
0.0085,-0.875403,-0.61969,0.000101784,0.00968447,7.62057e-05,1.05905,119.998,-0.00600137,q1,0,0
0.009,-0.875721,-0.652291,0.000100503,0.0098644,7.7312e-05,1.06215,120.127,-0.00643445,q1,0,0
0.0095,-0.876055,-0.684592,9.93522e-05,0.0100328,7.83168e-05,1.06521,120.262,-0.00686835,q1,0,0
0.01,-0.876406,-0.716599,9.82016e-05,0.0101902,7.92258e-05,1.06825,120.404,-0.00730229,q1,0,0
0.0105,-0.876772,-0.748316,9.7051e-05,0.0103371,8.00433e-05,1.07127,120.553,-0.00773543,q1,0,0
0.011,-0.877154,-0.779743,9.59004e-05,0.0104739,8.07733e-05,1.07425,120.708,-0.00816694,q1,0,0
