t,ang,vel,E,tou,act,fac,opt,power,coord,spT,spP
0,0.349066,0,0.00557768,0,0,1,320.345,0,q2,29.1541,0
0.0005,0.349062,-0.0138166,0.00516109,0.076501,0.000238529,1.00117,320.344,-0.00105699,q2,29.1536,-0.402805
0.001,0.349054,-0.0175698,0.0047445,0.14371,0.000447947,1.00149,320.343,-0.00252496,q2,29.1528,-0.512208
0.0015,0.349046,-0.0117106,0.00432791,0.20187,0.000629547,1.00099,320.341,-0.00236403,q2,29.1523,-0.341391
0.002,0.349044,0.00330742,0.00391132,0.251258,0.000784564,0.99972,320.341,0.000831013,q2,29.1523,0.0964187
0.0025,0.349051,0.0270307,0.00349473,0.29218,0.000914182,0.997708,320.342,0.00789783,q2,29.1532,0.788032
0.003,0.349072,0.0590068,0.00307814,0.324968,0.00101953,0.994997,320.346,0.0191753,q2,29.1555,1.72037
0.0035,0.349111,0.0987858,0.00266155,0.349971,0.00110168,0.991624,320.353,0.0345721,q2,29.1593,2.88053
0.004,0.349172,0.145922,0.00224496,0.367553,0.00116167,0.987628,320.365,0.0536341,q2,29.1651,4.25583
0.0045,0.349258,0.199975,0.00195718,0.37834,0.00120128,0.983045,320.381,0.0756586,q2,29.1731,5.83389
0.005,0.349373,0.260513,0.00201328,0.387308,0.00123612,0.977914,320.402,0.100899,q2,29.1835,7.6027
0.0055,0.34952,0.327117,0.00206937,0.396256,0.00127191,0.97227,320.429,0.129622,q2,29.1968,9.55076
0.006,0.349701,0.399375,0.00212546,0.405162,0.0013086,0.966149,320.462,0.161812,q2,29.213,11.6669
0.0065,0.34992,0.476884,0.00218155,0.41401,0.00134616,0.959585,320.503,0.197435,q2,29.2324,13.9405
0.007,0.350179,0.559252,0.00223764,0.422783,0.00138454,0.952614,320.55,0.236442,q2,29.2552,16.361
0.0075,0.35048,0.646095,0.00229374,0.431465,0.0014237,0.945269,320.606,0.278768,q2,29.2816,18.9187
0.008,0.350826,0.73704,0.00234983,0.440043,0.00146362,0.937583,320.67,0.32433,q2,29.3119,21.604
0.0085,0.351218,0.831724,0.00240592,0.448506,0.00150426,0.929589,320.742,0.373033,q2,29.346,24.4078
0.009,0.351658,0.929797,0.0024773,0.456897,0.00154577,0.921318,320.823,0.424821,q2,29.3842,27.3214
0.0095,0.352148,1.03092,0.00256144,0.465478,0.00158904,0.9128,320.913,0.479869,q2,29.4267,30.3365
0.01,0.352689,1.13476,0.00264558,0.474254,0.00163414,0.904066,321.012,0.538165,q2,29.4734,33.4453
0.0105,0.353283,1.24101,0.00272972,0.483194,0.00168097,0.895144,321.121,0.59965,q2,29.5246,36.6404
0.011,0.353931,1.34937,0.00281387,0.49227,0.00172945,0.886062,321.24,0.664255,q2,29.5803,39.9148
0.0115,0.354633,1.45955,0.00289801,0.501455,0.00177953,0.876847,321.369,0.731897,q2,29.6407,43.2619
0.012,0.35539,1.57126,0.00298215,0.510725,0.00183111,0.867523,321.508,0.802483,q2,29.7056,46.6753
0.0125,0.356204,1.68426,0.00306629,0.520058,0.00188414,0.858115,321.657,0.875911,q2,29.7753,50.1493
0.013,0.357075,1.79827,0.00315043,0.529436,0.00193856,0.848646,321.816,0.952071,q2,29.8498,53.6782
0.0135,0.358003,1.91308,0.003298,0.539154,0.00199546,0.839139,321.985,1.03144,q2,29.9291,57.2568
0.014,0.358988,2.02845,0.00345972,0.549768,0.00205696,0.829614,322.165,1.11518,q2,30.0132,60.8802
0.0145,0.360031,2.14417,0.00362144,0.561213,0.00212291,0.82009,322.355,1.20333,q2,30.1021,64.5441
0.015,0.361132,2.26004,0.00378316,0.57341,0.00219312,0.810585,322.555,1.29593,q2,30.196,68.244
0.0155,0.362291,2.37587,0.00394488,0.586288,0.0022674,0.801117,322.765,1.39294,q2,30.2946,71.976
0.016,0.363508,2.49148,0.0041066,0.59978,0.00234556,0.791701,322.986,1.49434,q2,30.3981,75.7364
0.0165,0.364783,2.60672,0.00426832,0.613824,0.00242744,0.782352,323.216,1.60007,q2,30.5065,79.5218
0.017,0.366115,2.72142,0.00443004,0.628364,0.00251286,0.773083,323.457,1.71004,q2,30.6196,83.3287
0.0175,0.367504,2.83543,0.00459935,0.643353,0.00260169,0.763908,323.707,1.82418,q2,30.7376,87.1542
0.018,0.36895,2.94863,0.00484527,0.659279,0.00269597,0.754836,323.968,1.94397,q2,30.8602,90.9953
0.0185,0.370452,3.06088,0.0050912,0.676429,0.00279698,0.74588,324.238,2.07046,q2,30.9876,94.8493
0.019,0.372011,3.17206,0.00533712,0.694696,0.00290444,0.737048,324.517,2.20362,q2,31.1197,98.7136
0.0195,0.373624,3.28206,0.00558305,0.713985,0.00301804,0.72835,324.806,2.34334,q2,31.2564,102.586
0.02,0.375292,3.39079,0.00582897,0.734204,0.00313753,0.719792,325.104,2.48953,q2,31.3977,106.463
0.0205,0.377015,3.49815,0.0060749,0.755271,0.00326263,0.711382,325.41,2.64205,q2,31.5435,110.344
0.021,0.37879,3.60405,0.00632082,0.777111,0.00339311,0.703126,325.726,2.80075,q2,31.6937,114.226
0.0215,0.380619,3.70842,0.00656675,0.799656,0.00352871,0.695028,326.051,2.96546,q2,31.8483,118.107
0.022,0.382499,3.81118,0.00680702,0.822833,0.00366917,0.687093,326.383,3.13597,q2,32.0073,121.986
0.0225,0.384429,3.91218,0.00703738,0.846483,0.00381377,0.679333,326.724,3.31159,q2,32.1705,125.857
0.023,0.38641,4.0111,0.00726773,0.87056,0.00396217,0.671769,327.074,3.49191,q2,32.3378,129.71
0.0235,0.38844,4.10769,0.00749809,0.895054,0.00411422,0.664421,327.43,3.6766,q2,32.5093,133.538
0.024,0.390518,4.20175,0.00772844,0.919955,0.00426974,0.657298,327.795,3.86542,q2,32.6847,137.333
0.0245,0.392641,4.29327,0.0079588,0.94524,0.00442859,0.650402,328.167,4.05817,q2,32.8639,141.094
0.025,0.39481,4.38224,0.00818915,0.970892,0.00459062,0.64373,328.545,4.25468,q2,33.0469,144.82
0.0255,0.397023,4.46866,0.00841951,0.996892,0.00475569,0.63728,328.931,4.45477,q2,33.2336,148.51
0.026,0.399279,4.55253,0.00864986,1.02323,0.00492365,0.631049,329.323,4.65827,q2,33.4238,152.163
0.0265,0.401575,4.63385,0.00889561,1.04993,0.00509461,0.625034,329.721,4.86523,q2,33.6174,155.778
0.027,0.403912,4.71262,0.00915019,1.07716,0.00526921,0.619235,330.125,5.07624,q2,33.8144,159.354
0.0275,0.406288,4.78881,0.00940476,1.1049,0.00544737,0.61365,330.535,5.29118,q2,34.0145,162.889
0.028,0.4087,4.8624,0.00965934,1.13316,0.00562893,0.608279,330.95,5.50987,q2,34.2178,166.381
0.0285,0.41115,4.93337,0.00991392,1.16191,0.00581372,0.60312,331.37,5.73213,q2,34.424,169.827
0.029,0.413633,5.00172,0.0101685,1.19115,0.00600162,0.598173,331.796,5.9578,q2,34.6332,173.226
0.0295,0.416151,5.06744,0.0104231,1.22088,0.00619249,0.593435,332.226,6.18671,q2,34.8451,176.575
0.03,0.4187,5.13051,0.0106777,1.25109,0.00638618,0.588904,332.661,6.41872,q2,35.0597,179.874
0.0305,0.421281,5.19095,0.0109322,1.28178,0.00658258,0.584579,333.1,6.65366,q2,35.2768,183.12
0.031,0.423891,5.24876,0.0113993,1.3138,0.00678589,0.580458,333.543,6.89581,q2,35.4964,186.312
0.0315,0.426529,5.30399,0.0118879,1.34824,0.00700183,0.576533,333.989,7.15108,q2,35.7183,189.45
0.032,0.429195,5.35672,0.0123765,1.38501,0.00722989,0.572799,334.44,7.41909,q2,35.9425,192.534
